Protein	FN1	FN2	FN3	FN4	FN5	FN6	FN7	FN8	FN9	FN10	FN11	FN12	FN13	FN14	FN15	FN16	FN31	FN32	FN33	FN34	FN35	FN36	FN37	FN38	FT1	FT2	FT3	FT4	FT5	FT6	FT7	FT8	FT9	FT10	FT11	FT12	FT13	FT14	FT15	FT16	FT31	FT32	FT33	FT34	FT35	FT36	FT37	FT38	PN1	PN2	PN3	PN4	PN5	PN6	PN7	PN8	PN9	PN10	PN11	PN12	PN13	PN14	PN15	PN16	PN31	PN32	PN33	PN34	PN35	PN36	PN37	PN38	PT1	PT2	PT3	PT4	PT5	PT6	PT7	PT8	PT9	PT10	PT11	PT12	PT13	PT14	PT15	PT16	PT31	PT32	PT33	PT34	PT35	PT36	PT37	PT38
P49773	25747	43445	34789.5	22430.5	33106	50068.5	27093	81602	63700	78509.5	42537	27211.5	67639	11085	74902	19443.5	53320	30089.5	23190.5	35992	36737	91605	22250	63188.5	30177.5	41095	29425	23292	45849.5	33262.5	39789.5	54030.5	48530	42465.5	71447.5	66573.5	78970	23437	48198.5	33264	85524.5	59718.5	52397.5	42876.5	63611	56260	63546.5	26852.5	13148	11670.5	12294.5	12606.5	10058.5	23725.5	20783	32316.5	14217.5	13557	45028.5	84349.5	21438	16380	36831	27776	38765	25381	28378	16207	20164	19906.5	4407	20415.5	22682	8504	10876.5	16304.5	13815	21429	55934	64383	22663	27513.5	51404	30465.5	26397.5	21409.5	19789	27976	76356.5	34358	38591.5	14610	34035	21633	15402	28927.5
P49821	5498	14092	21303.5	10766	12747.5	13006.5	9765	9142	11217.5	11214.5	12056	9091.5	12709	6110.5	13949	7702.5	11446	7588	5886.5	12748	15665	12434	15256.5	15637	9367.5	11883	24114.5	12567.5	15792.5	15190	15691.5	9119.5	6943.5	8047	10883.5	17359	10032.5	6967.5	13881.5	8882.5	22749.5	11332	18758	6302.5	14070.5	9842	10079	12200.5	7625	9008	4711	6397	15297.5	10615	7992	7841.5	6529.5	3644	8416	22756.5	6149.5	8383.5	8923.5	8133.5	10571	10735.5	6707.5	2619.5	9359	26593.5	149866.5	7535	15435	8713	9822.5	13436	8789.5	11435.5	12123.5	9947	51848.5	4250	11521	12033	5833.5	7861.5	6541.5	15169.5	16116	10045	12102	13236	18224.5	5502.5	55564.5	13859.5
P49902	5723	5560	4052	8411	7338.5	7946.5	6289	4359.5	8374	9136	6529	6175	7319.5	6694	6700	4658	7876.5	3251.5	11002.5	8338	6697	7491	6038.5	7339.5	4682.5	5827	9902.5	6354.5	7776	7360.5	5373.5	3679.5	5323	4485.5	5490.5	5321.5	6108.5	2502	7406	3232.5	7797	6137.5	7214	4465	4734.5	7321	9052.5	5057	4828.5	4288.5	8548.5	3463	7748.5	3328	5763	2910.5	3290.5	2781	3763.5	5653.5	3738.5	3904	3774.5	5322	1925.5	3635.5	6249	2896	3966.5	3468.5	2255.5	4286	3808	4669	2991	7043	2102	4845	5943.5	4340.5	5878.5	3800	5337.5	5402.5	2148	2589.5	4596.5	2639.5	4684	5036	2762	5027	3351.5	2522	2717.5	3376
P49908	12213	17196	13764	9521.5	24376	13135.5	6924.5	9544.5	7450	11696.5	15363.5	12204	12893	15453.5	13268.5	15454.5	9610	9552.5	8553.5	10802.5	10280	18143	8825	7030	16620	11995	10347	15483	18993	17135	12511	10234	14409.5	9214.5	17858.5	4800.5	11723	9095.5	16699	6175.5	16142.5	12638	14197	18311.5	18095.5	10405	12586	14746.5	3337.5	9705.5	11490	9778.5	16244	13603.5	13519	7313.5	12681	18561	20306.5	15298	10397.5	8242.5	10312	9714.5	18481.5	12081.5	8284	16709	8565.5	8212	9739.5	8834	6758	14985	19485	12126.5	20470.5	8505.5	10944	4549.5	7176	18470.5	8704	8704	10417	9864	7938.5	11173.5	11377	12302.5	8445	6535	7836	10930.5	12034	11890.5
P49913	3365	2635	3197.5	3989	5390	3939.5	2637	4182	1905.5	3222.5	3629	2957	4751.5	1250.5	6551.5	2224.5	2017	7289.5	2669.5	2022	3779.5	2842	1061	2434	3543	1469	4069	3063.5	5485	3877	4464	641.5	4048	5215.5	2090.5	3855.5	3531.5	2496.5	2027	1348	5571.5	6728.5	3389	3757.5	7067.5	1974.5	3388.5	4285	2252.5	2206.5	3054	1208	2879.5	1836	1808.5	2182.5	3671.5	3007	2666.5	3448.5	2395	3410	3291.5	4942	2542	1624	1829	2783.5	3258.5	8318.5	1197	2095.5	3394	1748	2898.5	2828.5	1541	2021	2230.5	2346.5	1644.5	3728	2707	2545.5	2109.5	2752	1353	5188	3513.5	2765.5	3384	2855	3884.5	939	3463.5	2899
P49915	274668	249843	138938.5	178075	155907	291192	105363	205254	253370	165879.5	194058	102812	188158.5	158698	182524.5	282993.5	174551	355728	202952.5	177661	264632	219030	120975.5	213762	75854.5	117026	192210.5	124547.5	146304.5	211254	108586.5	178555	173292.5	95727	168329	144920.5	237329	152297	178004.5	196395.5	55366	167233.5	119961.5	266693	237503.5	222769.5	331698	175172.5	91092.5	69397.5	157581.5	123619.5	155837.5	131688.5	231964	138600	211975.5	80292.5	161738.5	157947	126103.5	207141.5	201147.5	289555	152565	195080.5	203006	189991.5	169080	166489	101347	186707.5	66871	127651	87002	143173.5	87890.5	104487	132382	135147	96210.5	60804.5	110551	160274	106387.5	102227.5	60173	147800	36721.5	145855	123983.5	118846	186776.5	144123	165328.5	113226
P49916	24785.5	19823	20696.5	27010.5	19330	21221	11699	18529	20749.5	14334.5	13326.5	18077	13312	14293	10314.5	8930	24387	9745.5	17258.5	14567.5	23696.5	14815	15257.5	12228	21765.5	18830	19425.5	20994	17982.5	13273	9077.5	6714	14206.5	11395.5	16782.5	5575.5	15647	9980	10559	10815.5	8934	14410	11202.5	9434	15494.5	17225	14837.5	10177	10248	8628.5	6297	6854	4679.5	6597.5	7908.5	4441.5	5883.5	7824.5	8441.5	5966	9063.5	8000.5	8769.5	4810.5	9184	8850.5	11039	9005	6083	5822	5409	8694.5	8487.5	4679	7987	5488	4519.5	6344.5	7365	5463.5	6828	10847.5	8699	7673.5	10018.5	7178.5	5561.5	4833	7965	9232	8270	5940	6394	8051.5	5838.5	7164
P49959	42401	77404	94816.5	24214	2517.5	7991.5	110448	19001	12316	77675	84028	44831	89003.5	12662	26309.5	350829.5	6119.5	144385.5	40317	63778.5	42074	7184	69701.5	184245.5	85835	80035	157299	149136	191556	130410.5	9490	160477.5	13098.5	73868.5	127143	122793	2189	157925.5	47667	270580.5	38993.5	255175	70073	220142	35192.5	65334.5	63140.5	70990	36330	26165.5	54499	63114.5	33385.5	54731	21407	18786	41502.5	5362.5	64890	5850	12466.5	3845.5	67874.5	5125.5	25618	4980	2197	65306.5	4870.5	70187.5	146833	40424.5	10978.5	10767	5099	3473	42815	103184	9373.5	23870	4452	46704.5	36699	29086	27602	39887.5	22026	91174	8691	142396.5	106201	9880	28756	149678.5	92636	29921.5
P49961	17082	19178	18220.5	26709.5	16617.5	19512	16298	12020	15105	13565.5	12058	12334	12325	17206.5	17839	16594.5	13371.5	7870	12627.5	14220	15221.5	14454.5	14328	12236.5	18745.5	18190	19793	14287.5	16809.5	19779.5	15811	8898	9950.5	13773.5	12354.5	13560	13074.5	21209.5	13746	13853	12035.5	10726.5	13105.5	13254.5	13737	13615	11862.5	11772	15589.5	15309.5	13325	16716	15407.5	15708.5	10906.5	11725	12525.5	12259.5	11147.5	14809	9266	15690	15274	11014	11092.5	15331	16501	10154.5	12415.5	13009.5	18109.5	13347	15769	14304	16518	20525.5	19686.5	18356.5	9860.5	11472.5	10231.5	17713	11086	12322.5	13412	14436.5	12851	11396.5	12135	12175.5	11713	14452	13473.5	11537.5	14992.5	13970.5
P50135	11247.5	13007	11354.5	13206.5	11398.5	23296	10877	10768	13280	17830.5	11420.5	7719	16985.5	10804	18118.5	19236	10332	16860.5	15173.5	13343.5	23155.5	20240.5	15247.5	11456	12813.5	15509	13754.5	10863	17640.5	20557	11795.5	22630	13674	9504.5	8120.5	16280	14047.5	11353	15779	17981.5	12076	12851.5	19381	12455	7358	10527.5	14455	11226	11280.5	15738.5	39179	15939	18597	15794.5	18544	11048	33929.5	6681.5	20720	21846.5	8560.5	26794	12973	13537.5	9719.5	15463	8354.5	16358.5	17272	16132	13258.5	14813.5	9568	18775	19004	15586.5	9637.5	15441	12515.5	16090	20571	22587.5	15146.5	11050.5	9793.5	11539	14674.5	12264.5	38001.5	9008	14728	14137	12833	18603	13896	20732
P50148	10562	12028	12166	16478.5	13669.5	13512.5	10655.5	4976.5	11364.5	12010	8821	5978	7765.5	17541	11638	12796.5	8913	9533	14195	10817	9417.5	8577	5940.5	8000.5	10926.5	11463	11976.5	13604	14008.5	10513	6987	5945	5477	3458	3610	14315.5	5918.5	12877.5	9995	9101.5	23487.5	6971.5	4005	11056	9444	4569.5	10572.5	3963	18061	16887	16639	13036	13832.5	15294	14264.5	12182	10659.5	11331.5	15359.5	13565	8517	16773	13237.5	17450.5	11900.5	12130.5	8029	6621.5	10825.5	13532.5	7571.5	12023	12231.5	14458	17544	5863	16596.5	17428.5	11194	5688	6530	7523.5	18247.5	11778.5	7624	117639.5	8882	15316.5	7478	6100.5	13940	12724	16253	12316.5	11613.5	10382
P50213	14213	17628	13062.5	14760.5	19649	21651.5	12153	14034	16835	14177.5	17728	10676	15374	9789.5	13953	8615.5	16576	14301	6631	13289	12510	15847	10704.5	17817	11513.5	13906	16050.5	11267	22263	19820.5	14773	9670	16808	7226.5	8615	12862	13749.5	18149	16722	8538	37751	23207.5	18645.5	12727	19716	13075.5	14161.5	16440.5	10104.5	7391	10104	10166	8535	15622	13072	12981.5	5750.5	7698	8755	12752	9882.5	6590.5	12851.5	8119.5	7195.5	8264	5173.5	8247.5	15506.5	13199.5	5070	6554.5	19146.5	6066	12467.5	8216.5	8126.5	12701	17566.5	16734	10837	6431.5	9540.5	10568	10282	9672.5	8142	10180.5	22966	21038.5	13370	9552	11891.5	10767.5	8194.5	14556
P50238	3753.5	3871	6359	4991	5666	4182.5	4525.5	2781	5208.5	5030.5	2998	4765	2778.5	3154	4753	3797	5196	3012	3966	4230	3540	2443.5	9705	4882	3951.5	6767	3328.5	5419	2046.5	3977.5	4198	9825	4784.5	4435.5	4967	5604	6411	2127	5878.5	5024.5	4345.5	5576	3631	5909.5	6056	7504	2774.5	6630.5	4450.5	4836	6479.5	2241.5	3004	3223.5	3733	1690.5	3318	3218.5	3729.5	4869	3486	3381	3736	5835	2150	3020.5	2556.5	3500	4132.5	5324	5072	5457	4515	3855	5758.5	3868	4633.5	4434.5	3766.5	3946	4244	2914.5	5586.5	5530.5	3091	4503.5	4629.5	3759.5	3694	3150.5	5165	3458	4360.5	5260	4374.5	5788
P50395	62523	82710	83193	79333.5	102585	125866.5	75062	63134	89156.5	110051	87974	73325	88634	64529.5	126753	45417	78862	43026	44473	73281	58115	92372	29468.5	65031	81691	62241	129276.5	78285.5	142522.5	148403	98927.5	24395.5	57980	29641.5	78254.5	89182.5	97395	68921.5	161418.5	56030.5	94642.5	96596.5	163212.5	62400.5	116943.5	66233.5	76512	51407.5	45726.5	17578.5	32500	36072.5	31964	53068.5	42214	41041	26427	31180.5	46747	50480	35257.5	35351.5	55182	36269	57642.5	40910.5	35827.5	35763	46609	32712	25896	37356.5	58078	27914	47835.5	37203	47220.5	59021.5	73254.5	51173.5	32240.5	22455	45970.5	49544.5	30258	51936	36653	41737	59981.5	81234.5	88541	29446	47884	46718	23273	61825.5
P50402	7530	20008	5703.5	15443	6377	17509	6251	13914	9569.5	14731.5	14713	9547	16640.5	13557.5	16893	5711.5	20264	14493.5	4026.5	19964.5	16256	19868.5	9382	12516	13048	19857	21023.5	14363	19113	12774	14113.5	15892	18466.5	9764.5	18803	17186	21426.5	7763	18628	24077	23376.5	26019	17334	9419	19455	16633.5	12724.5	11522.5	12210	8290	13152.5	6843	11323.5	15058.5	9693.5	7103.5	9559	10831.5	13231	18270	5889	8772.5	15188.5	15376	13513	11027.5	6779.5	8594	10119	10406	7568.5	9995.5	14516	12784	9565	7742	7729.5	9730	17013	15140	13687.5	9019	12993.5	11176	10208.5	15381	9250.5	12100.5	20280	13207	13014.5	10592	13211	10104.5	11522	13567.5
P50416	34624.5	24891	17534.5	23197	12587	8009.5	81466	46212.5	34331	29075	24889.5	96905	44403.5	36956.5	36260	131226.5	56461.5	48236	97168	70526.5	52142	8902.5	142240.5	80735.5	25112	47929	8275	44369	11819.5	7963	48668	32953	13087	96471.5	45937.5	14621.5	38922	106380.5	31541	22437	6954.5	36117.5	68469	57973.5	40671	54384.5	83362.5	25039.5	11666.5	21839	13137	11872	6483	12932.5	23778.5	24683	10833	23471.5	31094.5	10428	42234.5	78130	24522.5	21352.5	39973.5	26535.5	46724.5	70635.5	32228	7805.5	25645.5	41954.5	10462	9139	7294	2293	4462.5	8948.5	18323	4970.5	17348	25653.5	34527	33951	18523	53145	20957.5	24890.5	3924	20029	16987.5	5306	33241.5	54296.5	9620.5	6376
P50453	21158	19936	56990	20877	23368	22789	16467	13658.5	17092	16565	22304	14669.5	21165.5	55676.5	19666	8465	19517	10422.5	23497.5	16762	13225.5	15668.5	8746.5	10237	42045.5	16000	27108.5	23065	19594	18071.5	20581.5	14551	42743.5	10943	18690	11307.5	15628.5	23459	16882	12713	33844.5	11834	19631	12246.5	12702	13815.5	11083	27199	10174	10790	14356.5	12817.5	10959	13179.5	12243	11718.5	8106	24863	15314	21344.5	13027	8537.5	13395	9343	15426	10895	11194	10212.5	11889.5	12236	20198	10394	15664	12641	14768.5	21322	15706	15101.5	17538.5	11855	13764	34972	11803	11103	34520.5	8959	15650.5	16844.5	19249.5	11403	18849.5	43561	8417.5	13132	10942.5	19916
P50454	43043.5	34735	14037	32879	53748	29727.5	16243.5	25067.5	61155	28561.5	38920.5	27084	40318	20590	43947.5	8463	37935	31677.5	30156	11841.5	38313.5	16251.5	30804.5	20105.5	45300	26465	46673	16524	60934	55438.5	24220	26827.5	35713	12567	21124.5	15036	16761.5	25409	60094.5	14596	47304	21160	26039	31196.5	34528	27676	13488	16376	19019.5	17982	12902	18520	8946.5	19737	26838	13008.5	13051.5	33931.5	22943	32828	36355	13788.5	11354.5	15351	21430	21342	28967.5	23775.5	16844	21908.5	27498.5	18178.5	15585.5	11004	13770.5	22636.5	9786.5	15656.5	31302.5	26017.5	19961.5	35167	29580	14955.5	36141.5	10747	21803	11357	22189.5	19481	21062	36527	9743	21212.5	13791.5	20786
P50461	25911	20629	30583.5	36610.5	35458	28710	20880	5225.5	9562.5	13216.5	13538	4679.5	17495	34401.5	16649	23344.5	15140.5	21404.5	14177.5	18899.5	20995.5	19536.5	14771	21556	29328.5	21179	58137	35250.5	28151.5	23931	19025	8415	5537.5	4712.5	22586.5	13772.5	17109	27585.5	24066.5	34004	16951	10659.5	11322	13370	6514.5	18943	16183.5	18464	33689.5	35224	34573.5	37317.5	32714.5	29464	22952	15294	17455	15628.5	17665.5	15558	12978	28497.5	12546	18523.5	22286	14825.5	21329	13660.5	23156	24522	15257.5	21374.5	27838	24521	35951.5	49125	54487.5	31598.5	18170.5	20716.5	12931.5	21828	16998.5	13633	15199	41777	16431.5	13890.5	19978	20084.5	15865.5	21158	9588	16749	23995.5	19786.5
P50479	32162	12645	14905.5	13988.5	30654.5	27463.5	32435.5	26470	24770.5	18980	33209	21635	25986.5	59236.5	21250.5	32051	29633	29187.5	24969	38464	35777.5	28711.5	30132.5	41469	33919	18691	32672	36193.5	14837	28354.5	23314	29630.5	6496.5	29482.5	24914.5	18703	28724.5	41748.5	23443.5	40179	19255	28667	25989.5	31636	23482	36279	25060.5	38854.5	14991	14391.5	25573	25569.5	14068	21399.5	24343	22017	21147.5	29652.5	33243.5	23729.5	26506.5	24038	27581	27102.5	33963.5	33811	37273	38888.5	37765.5	23124	28866	27446.5	30847	11520	16374.5	37613	30496	13127.5	24041	16647.5	26304.5	30605.5	34673	24459.5	24558.5	28311	22004	36989.5	21843	30042	35444	17633	32552	31140	32188.5	33018
P50552	22722	8587	11255	19849.5	15346	8424.5	6865	15024.5	81286.5	49075.5	77818.5	103434	11045	16977.5	6828	18142	14750	27788.5	18797	10089.5	16559.5	2647.5	19979.5	17014.5	14500.5	16154	12789.5	16519	8639.5	15716.5	12753.5	7915.5	4946	1620	15865.5	10095.5	17545	28567	13821	25516.5	9923	11162	30747.5	17706.5	6487.5	17081.5	20160	11905	8149	13228	12737	19451	26382.5	25962	16979	6247	10919	11003.5	7783.5	11975	44172	18300.5	16260	20629.5	16521	9301	8361.5	25112	16665	11608	30557	15092.5	9561.5	9796	15627.5	14900	13507.5	10029.5	13692.5	17993	21326	12702	7981	14762.5	15209.5	18091	9430	26494	13025.5	19142	19614.5	7160	12949.5	16914.5	13246.5	12036.5
P50570	10631	8089	11639.5	15091.5	11779.5	9784	10668	5362	7407	6654.5	4474	5260	6913.5	11337	8331.5	8673	6549	6398.5	7306.5	4074.5	8546	7402.5	9043	4135.5	10185	6636	13701	12142.5	10529	9454	10333.5	6097.5	5386	2363.5	8188	9147.5	6613.5	8542	8077.5	7761	9699	11881	7381.5	12348.5	5348	4654.5	7003.5	9653	13628.5	17132	9767	14455	13700	12675.5	12236.5	12442	15050	10057	8489	9491	11791	21575	10822	13123	12162.5	11276.5	12555	6378	14005.5	11395.5	12209	9366	11542.5	16227	19058.5	20910	22729.5	16162.5	6969.5	12440	8180	18882.5	15342.5	8089.5	12116.5	26544	15360	14374.5	6546	12205.5	14211	18588	7541	9407	7401.5	12049.5
P50591	18656.5	28315	23970	16838	44031.5	31690.5	23535	2617.5	21066.5	10840.5	11879	4384	13699.5	36352.5	3330.5	25455.5	3087	14532.5	9762	25015.5	28692	21673	29518	10292	24777	30615	27893.5	27370	38966.5	19226	17561.5	9827.5	19403.5	20342.5	17607.5	20536	22257	35828.5	17244.5	28894	10689.5	9479	8675	12131.5	11077.5	14148.5	18034.5	15515.5	22108	12919.5	21069	22460.5	22369	19760	19650.5	6369	38133	6075.5	16374	6348	5039	17353.5	4951	11580	6691	7526	18137	17689.5	18498	9606.5	16080	18085.5	16193.5	6562	25852	40752.5	44908.5	34720.5	10550.5	5321	4158	8590.5	24102	5192.5	14793.5	24668	4899.5	14093	5766	5438.5	8140.5	5093	2731.5	24979.5	32319.5	10820
P50851	17370.5	24933	18224	21500	27034	10880.5	11450	8048.5	15279.5	12379.5	12995	7227.5	13536.5	6311	19494.5	16935.5	14863	9455.5	16705	10614	11364.5	19407	18756	11525	22415.5	23066	26385.5	21679.5	30781	28782.5	16948	18971.5	18067	13347	17211.5	25671	16415	10353.5	16797.5	20724	18403.5	17348.5	12771	16612.5	23959.5	14944	43283	19617	12055.5	8393	5284	8967	16625.5	9373	10391	6355	8286	20418	18349.5	14827.5	13714.5	14920	11847	10703.5	9163.5	5484	9213.5	4993	19246.5	8412	12186.5	7764.5	11786	10382	8319	19658.5	8143.5	10584	14134.5	11796.5	20643	29105.5	4941	12408	16250	10360	10660	10982.5	13755.5	5816.5	13441	13588	11110	18018	5217.5	10362
P50895	21619	20434	33579.5	18169.5	17386	22291	15501.5	10902	22025.5	16338	23933	27121.5	25431.5	56064	16372.5	11390	15047	11901	13554.5	15937.5	11238	15456.5	11617.5	15039	23242	13193	21761	14553.5	26305	35870.5	22884.5	21948.5	11396	14211	8695.5	18997.5	16410.5	23055.5	20471	10096	15787	13103.5	13985.5	11166	17079.5	8481.5	9870.5	17653	35220	12332	18746	18636	16882.5	27048.5	14344.5	17297	20255.5	28848	23739.5	29120	22059	11521	12500.5	16856.5	18320.5	14866	14301	14746	23052	9795	15453	9090.5	29531.5	23041	29124	27168.5	17992	17330.5	41442	22030.5	8506	35780	19942.5	36298.5	22371	20181.5	12069.5	14709	44308.5	13038.5	30652.5	25129	18138.5	26682	15122	19148
P50897	14568	12941	14928	12073	19655	10813.5	13629.5	10241.5	10194	9129	8399	4925.5	11424.5	8615.5	13761.5	16686.5	10017	10278.5	8760.5	12663.5	9153.5	15562	9280	8634.5	16926	11466	22174.5	12009.5	14651.5	27316.5	11043.5	10978	9556	9832.5	8982	20138.5	10853.5	11433	15805.5	20725	16389	13426	9820.5	13923	11512.5	8553.5	10242	17968.5	26951	17813.5	16987	21618	25355	18245	18036	14419	15728	13535	17909.5	16261	14958	29513.5	14687.5	15489	9849	13397.5	11598	10205	10663.5	15191.5	12133.5	13875.5	15193	16945	19175.5	11834.5	16902.5	17642	11934.5	13278	12205	13068.5	13164	12967	13097	17775.5	15003	22190.5	11748.5	11269.5	12008	15531	15529	14602.5	17747.5	13849
P50914	10049	7625	23822	11126	12086	15670.5	10479.5	9569	5206.5	7853.5	8031.5	11415	6511	7287.5	10716	4648	6694	11734	6405.5	3890	13340	16041	5853.5	5596	10019	8558	9396.5	8259.5	12888	9121	9217	12811.5	8185.5	9567.5	5700.5	6951	10356	10260.5	12499.5	12496.5	14105	6904.5	13913	14005.5	16590.5	5993.5	10580	14494	10621	10691	6808.5	15640	7782	5244.5	5843	6739	13547	8312	6507	18850.5	5520.5	20939.5	27239.5	17679.5	31071.5	13511	9068.5	7159	26088	16476.5	7585	8977.5	20214	7221	6995.5	6188	6075.5	9127.5	6942	5154.5	6598.5	2302.5	8550	7562	2840	40754.5	20322	29212.5	56858.5	7276.5	36658	9259	37035.5	5262	7643	17130
P50990	28259.5	60100	33598	48553.5	54578.5	50703.5	42879	35166.5	39889.5	41628.5	42181.5	36341	43116	28104.5	46486.5	24382	38445.5	29384.5	20833	46776.5	34033	43291	25219.5	34661	58426	43890	56964.5	38335	66400.5	48425	76971	25237	36887	26275	33949	62395	40390.5	31118.5	53019.5	30826.5	52139.5	44474	56712	36938	52336	29735	38287.5	60979	27419	24254.5	21797.5	19762	21769.5	29280	24068	24916	19246	19697	25489	43385	18202	18694.5	26634	20830.5	20091.5	15802.5	8811.5	15932.5	11451.5	15991.5	161321.5	14490	33759.5	36076	27079.5	27934	32813	44660.5	40849.5	25664.5	16288.5	13192	30979	27400	22299.5	30224	22855	21950	24666.5	29032	31372	32227	18487	19916.5	19045	50484
P50991	133468.5	106293	55485.5	182287	83516.5	106092	232906	126270.5	115704.5	99314.5	112858	213624.5	131183.5	118418.5	93797	14220.5	149213	42758	16995	133013	69745	26150	63923	184031.5	208650	109579	101644.5	128666	33546.5	80364	117186	12869.5	42878	44033.5	49971.5	68715.5	146205	129956	86412.5	117736	30101.5	79708.5	26773	87926	52364.5	17496	189620.5	33015.5	22118	30635.5	20350.5	57210	30095.5	40677.5	13684	17216	11927	13592	22414.5	31157	19812	42995	23339	23394.5	24239.5	16019	14587	29467	19899	19357.5	17653	16541	25285	20350	20890	12174	21897.5	13527.5	35626.5	23047.5	13954	16750	23034	22952	16931	106431.5	17035.5	20133.5	29032	28866	26715.5	27441	33643	40793.5	27459.5	47600.5
P50995	60190.5	35676	26706.5	60158	26809	26748	20494.5	15237.5	38698.5	28069.5	23895.5	29251	36476.5	35984.5	33766.5	50408.5	25094	21351.5	22480	48920.5	29126	19308.5	20095	35001	29597	71437	35345.5	85364.5	27731	26421.5	47133	15173.5	13384	26168.5	41841.5	19759.5	10176.5	22771	22143.5	50936	16997	28065	31882.5	31797.5	31191	32808	22523.5	24964.5	28210.5	43299.5	55489	34378	52956	37020.5	30035.5	11634	30195	31973.5	16126	29794	31335	36609.5	39421	34720.5	37530	45175	47614	36843.5	36845.5	31617.5	37700	40390	35270.5	41145	48534	49193.5	44778.5	34878.5	20802.5	16600	34542.5	36853.5	44192	22553	10416	31434	27874.5	39706	15129	22316.5	28502	30913	18360.5	26488	22895	30419.5
P51114	27123.5	27604	32159.5	30620.5	31190	23686	36747.5	25476	20255.5	14781	18178	20917	25613	20806	15355.5	12550	13555.5	18002	26370.5	15140	26179.5	19853	52422.5	20409	37266	21683	11956.5	24328	34209	34707.5	21695.5	20108.5	23936.5	13419.5	12855	19454	22341	19907	20715.5	21927.5	26242	18889.5	17864.5	16083.5	15136	26516.5	30295	24888	29746	33159.5	30078.5	19972.5	21575.5	23741	22940	20397	12076	16269	36149.5	16433.5	21123.5	31412	28743	26867	27010	17165	31729.5	22688.5	13738.5	21517.5	31987.5	23311	19050	24218	21671.5	19270.5	33461	18233.5	18074.5	15762	16991.5	25135.5	20446	20988.5	18527.5	21792.5	17227	13315.5	24602	13565.5	20259.5	16728	23102.5	27516	29095.5	20025.5
P51148	19293.5	19128	21211	37694.5	38087.5	25106	20548.5	8943	12713.5	12094	10760	10571.5	12244.5	25158.5	13085.5	16396.5	13304	11759.5	6354	15632.5	15109	17302	17464.5	9816	30606	15058	33203.5	33979.5	28135.5	32785	18592	13418	13648	17254	14335.5	17190	18711	16606	10455.5	11896.5	24942	15456	6820	22839	8642	8195	9213.5	22755	61889	36837	46613	48855.5	35231	27275.5	27792.5	26884	27722.5	24376.5	27440.5	25082.5	20806	27374	18955	14267.5	27577.5	31903	22908.5	19989.5	30232.5	36953.5	25799.5	30176	32978.5	38990	45519	64032	87971.5	62697	18541	25397.5	17301	36608.5	24884	23777.5	20326	29118	23243	22286	22204	21417	12844.5	32508	15287.5	12947	29768	24037.5
P51149	19112	44960	27054	36735	34901	60804	36740.5	40312.5	40707.5	65132	38903.5	30899	45169	32995	59947	19531.5	36901	28618.5	15027	42383	29883.5	43459.5	20624	24136.5	36327	34458	41387	28992.5	47217	45150.5	42828.5	36831	65150.5	28172.5	27957.5	82194	46686	25506.5	75539.5	38418.5	70055.5	40098	52200.5	41226	41094	26996	31275	75104.5	19558.5	19436.5	15981.5	12454.5	13412	24938.5	20430.5	29611	17825	13031	29056	44253.5	16743	13200.5	27060	29865.5	25317	22184	12873	14239.5	24706.5	25659.5	12066.5	21202.5	20847.5	26166	17286.5	17734	21973.5	54967.5	24881.5	29865.5	23320	13562	24301	21732.5	18005	21669	21414	27817	42530.5	28388.5	28529	45681	33440.5	26432	16640	42971
P51153	4526.5	5566	12496.5	11652.5	14096.5	6002	3588	4065	7254	4528.5	4079.5	2879	5683	4053	5277	4698	3822.5	3201	9236	4045.5	9392.5	6715.5	4512	7608	8572	5672	6388	7176.5	7184.5	8665	6092	2230.5	3990	1430.5	10193	5081.5	3017.5	4973	5852	3754	3546.5	5299	3460.5	2834	6968.5	3925.5	2353	3969.5	5065	4118	4927.5	4615.5	4466.5	6665.5	4336.5	4719	3741.5	4390.5	6124	7005.5	3951	4180.5	5504	3726	10078	6058.5	7312.5	7220.5	5055.5	7305.5	5258.5	4853.5	4170.5	4024	2318.5	4969	5934	5750	6419	13462	3145.5	4790.5	3405.5	3557	3615	5815.5	3701	4474	8057.5	4830.5	3009	7372	3665.5	6154.5	4199	6088.5
P51159	12827.5	38043	18167.5	42669.5	44903	76528.5	42932	45699	89273	173081	51878.5	50515	71133	27995	113508.5	9664	31633.5	20247.5	8244	36266	39370	45709	16916	36508.5	14986.5	26371	46030.5	30690	69660.5	83325	22224.5	49937.5	11027.5	21436.5	17129.5	18196.5	32801	9408.5	149781	15330	148768.5	19414.5	16221.5	17417.5	65446.5	24516	44250.5	10408	17188	23309.5	13314	12903	16319.5	30498.5	17803	31566	24695.5	26187.5	24643	52056	17348	7871.5	41324	39228	21344.5	21275.5	11228.5	19504.5	27341.5	27539	16428	24823	15347.5	9606	20185.5	17174	26954.5	76744.5	21779	22503	8015	11990.5	19068.5	11297.5	13013	13551.5	23240	16777.5	142900	9732.5	23718.5	11401	61165	25865	26568.5	18352.5
