Protein	PCV1	PCV2	PCV3	PCV4	PCV5	PCV6	PCV7	PCV8	PCV9	PCV10	PCV11	PCV12	PCV13	PCV14	PCV15	PCV16	PCV17	PCV18	PCV19	PCV20	PCV21	PCV22	PCV23	PCV24	PCV25	PCV26	PCV27	PCV28	PCV29	PCV30	PCV31	PCV32	PCV33	PCV34	PCV35	PCV36	PCV37	PCV38	PCV39	PCV40	PCV41	PCV42	PCV43	PCV44	PCV45	PCV46	PCV47	PCV48	PCV49	PCV50	PCV51	PCV52	PCV53	PCV54	PCV55	PCV56	PCV57	PCV58	PCV59	PCV60
Q5T5U3	391882.1802	253687.33	302473.8652	210243.8422	211189.6924	362405.457	282653.6394	317222.6182	279768.8032	293798.6499	393336.7756	369530.6789	279722.8977	477537.4168	356715.5065	329581.7906	317737.0985	314844.8522	243117.4681	332977.582	260909.8991	152382.229	151846.5394	229586.4465	344884.1387	224603.0819	376393.7242	210092.9377	233893.1447	171334.5427	364575.7921	282435.277	331315.6441	258834.8069	277419.8415	260940.8567	214845.126	300968.1261	293177.0775	291498.6147	141681.3883	202275.1684	292190.8384	449180.5305	394065.8069	399475.0712	438575.5229	378696.2433	198923.061	335367.2014	262147.3272	338248.0926	255833.6819	268565.0265	283560.1175	331595.4077	318207.8422	307089.0123	278095.8679	325593.3364
Q5T5Y3	668068.9566	523163.0721	765669.5953	1003759.397	585083.4697	948915.705	731424.1206	741141.8805	572206.7049	801008.8376	824189.5695	768645.9774	397031.1708	1260586.383	654281.5018	1317698.647	849579.9464	591330.8212	1030166.236	738707.3845	1149712.982	991023.3395	818690.0779	876811.7256	913177.5474	1023565.781	1083779.131	760173.2571	921770.6055	771885.241	1796327.329	572596.4916	916740.7517	774790.8607	939538.4282	939043.4796	606070.0237	856570.1407	671871.9218	591555.2359	451917.4674	682699.277	422256.4905	1184052.794	638723.5665	984897.1592	997351.5581	511771.2506	1178701.708	876140.4484	1339886.492	1245207.789	1191231.705	884792.1415	1017374.243	1163301.516	1013865.247	1012754.47	1177288.775	1223751.037
Q5T6V5	228556.9157	204713.6324	236386.0021	235985.2639	187683.3892	233112.9967	277375.4101	344225.6606	222152.4289	268774.4077	245760.9637	242415.4248	200372.733	298110.8059	303192.9116	223289.5683	262375.0776	219582.7299	237609.8659	239325.1331	241039.0077	185318.0651	198935.7805	222181.1933	201998.7244	207046.3953	256883.5492	178131.9885	173953.076	161025.6667	211959.4079	187270.0513	234077.2306	234261.7828	221921.8157	218354.6857	228918.3558	242438.7285	255220.6946	206934.3505	133287.4455	176425.0913	193306.7794	308812.2691	280271.145	254109.9187	258327.5583	219851.7819	244431.4981	248170.8217	260050.1503	214551.6013	273189.0576	199520.6065	218938.2803	249888.4283	244970.768	240709.4492	215458.2161	290791.0773
Q5TAA0	1307934.149	923682.0945	777436.1965	716274.7066	615525.6457	826340.8277	1001687.37	1141438.081	859744.2906	887012.1653	1047579.688	784275.6933	735585.6614	1460902.43	1171428.108	1029398.168	1085906.354	1076334.959	689251.7354	849749.1767	716335.3958	580609.817	575777.6473	675222.94	719860.914	643332.846	905058.0288	650682.6229	668347.4609	549772.5212	1350824.795	952131.1293	896696.8469	685107.3751	749009.4142	695393.6289	755238.1259	1095906.886	981066.5983	690172.2109	408477.7377	758756.2938	941227.3003	1375875.435	1356701.855	1255397.443	1425669.864	1392690.557	743116.5762	1096898.783	882742.2548	758336.6556	772381.0348	812123.6364	1058498.365	912034.3432	1091729.68	922363.7194	900229.9917	984377.8415
Q5TCX8	283168.6599	360285.6909	508865.4681	458325.4468	311392.2159	364922.3476	437529.4887	482052.9845	337096.3001	424209.5508	400779.888	386040.824	399914.1476	375995.3763	403444.6472	286976.6447	346595.1312	423966.6713	342051.9934	412949.6752	376107.8886	332227.6482	319033.8199	355906.3456	345672.6889	383427.2537	414049.0043	421051.2625	363854.6954	304130.2907	246331.8391	474874.1655	388377.2596	382768.5644	267698.4637	291404.1597	308069.2528	324978.7833	370791.0798	325561.9823	197231.3938	305585.8264	466978.2905	237477.9762	396901.1331	234568.9639	332107.2543	343945.9946	304940.8895	390788.1979	333784.5198	289699.1408	331022.4741	273178.0503	427548.0565	406375.7282	294768.4527	336662.8116	335210.5257	387909.1777
Q5TDH0	101796.9876	71641.38903	115534.9313	147797.8129	107957.1149	179727.7292	99853.80616	99920.41661	98645.31254	159553.7306	166633.924	116845.6731	73786.18497	202973.2047	111997.6724	121769.8679	116617.6848	78108.08879	174015.8043	107550.0965	190347.8879	198381.4761	140285.1228	168071.2356	129470.8226	184360.5901	159781.9093	126389.1414	142596.1839	130910.8248	95066.22247	76056.56496	143192.973	155645.1531	186385.4943	168683.1928	94257.53251	90784.64852	104433.0561	122453.6785	75836.77533	102364.4701	84379.22681	158953.0804	119110.4133	113717.627	117406.9581	74911.00405	157059.7124	106676.0083	195306.7455	206221.2566	168420.1229	150183.4051	156549.7224	188136.1076	154562.1455	141518.9843	150431.8502	183954.6604
Q5TFE4	6223.990603	6224.879245	19797.90203	5324.082763	7078.155736	12687.28902	19378.64085	22659.35102	4690.453147	7055.397615	8457.97924	13109.08319	9359.592936	14239.29107	10730.54094	12875.54924	28170.64824	17284.56343	21115.77959	13435.64622	21208.37363	15598.82613	13395.3804	19240.10698	9120.362564	16392.62423	29025.91033	17787.5169	26224.45007	6904.041893	5255.356644	7977.486978	14683.42528	9013.768736	8979.682457	9738.257515	7859.705173	3324.005845	10102.26571	14416.53345	3976.265688	3301.215916	9997.912954	10749.0831	5613.877714	9896.740505	6729.837938	4440.926911	18043.97687	13727.80046	18743.23478	12140.49274	15944.05233	11003.90821	15035.76642	10707.32323	15592.55296	17975.92355	11609.69598	17464.23509
Q5TGY3	360669.5585	501894.9169	586518.7789	483150.9065	363327.0672	658266.5324	508701.5351	575851.608	429537.046	530548.3787	1087977.425	931557.8556	1086559.582	820436.376	1187812.948	561823.5823	819726.9512	1091603.21	678347.6934	1403090.179	726124.8376	547208.1107	547867.2671	844584.9779	948585.7908	872952.6598	1338763.319	772523.3352	922702.4219	630514.6063	303275.4732	353807.4633	322908.7048	408711.2558	427134.2511	475213.0815	371489.9164	582936.0893	529975.8169	532295.5728	279215.9897	607712.3974	1434331.593	692605.2268	1200954.749	616329.4824	986405.3791	1262960.103	577619.7066	1396663.768	808520.1886	674350.6071	816192.5529	927303.9634	1051734.425	940806.9182	1306691.727	1072455.775	1078370.698	1071643.302
Q5TH69	20848.15	14702.5169	33637.21339	32749.03963	18091.9114	42033.42392	36297.55588	18333.51337	26840.05528	17556.87748	23834.68498	28252.32578	25267.34089	64614.27373	24868.31748	39464.15148	28273.48435	30482.9188	56947.02893	36312.53977	66595.00969	46526.02184	31597.13211	29750.92734	32837.24704	58133.64509	39309.28563	32637.02213	42396.92095	27589.06732	23268.56774	22807.21605	45838.55851	34185.64005	32535.07415	38532.68909	20783.18544	31772.45627	24461.67809	24896.18477	7031.889011	23045.80064	22953.14228	43465.37115	24768.66386	25533.01721	25301.18057	18566.26367	33230.16506	27605.4458	50974.04282	47255.14758	42311.11258	20401.87077	34066.40888	44352.22123	29719.09884	29793.74918	40406.59574	38091.20308
Q5THJ4	610538.103	1235858.52	1124608.012	873321.1615	691924.3116	835856.6107	1041619.319	1288332.471	920609.8697	969439.9039	1071909.726	938351.2725	1337460.125	777093.4755	1181454.512	572546.7237	774150.9176	1035566.488	659129.8499	1258555.889	759666.0189	627638.39	521248.5088	852767.2444	798134.6252	705906.6545	1207081.801	755840.9092	875864.5662	584548.1774	590822.1061	1247698.461	1069476.966	794669.8794	745702.3641	700822.9528	595721.5691	995717.9817	959868.5892	729763.3988	449973.1481	658760.4961	1298865.108	653621.8852	1014281.916	556444.0301	736908.0626	878730.4642	615225.0513	1202138.47	703472.3754	603071.7814	635086.476	715022.0542	925440.7302	751310.4232	1007462.251	881558.4365	951413.4936	867768.1165
Q5TZA2	206688.1015	187780.4589	285232.0626	240090.3421	197860.7817	302102.1376	224897.604	292816.0804	216305.5357	255515.9527	202020.7166	174857.4273	205394.7848	289329.2155	242735.4463	205466.8687	191637.8924	149098.7935	214891.9376	218167.7807	226194.328	229276.5626	206629.0979	218702.2959	202072.4418	228688.6874	280130.3681	182202.3784	198684.9723	185565.4376	254078.486	172759.1926	245727.2112	240016.9798	227387.1867	232074.5073	166938.6069	197103.0086	278975.6435	152914.9531	110895.7782	140319.8954	208773.6175	240551.0933	310532.1531	215011.0797	239603.4999	210701.3487	256908.9662	243520.73	309416.6269	281341.8309	265292.8682	191880.2445	261394.0129	309560.2926	241954.7559	231316.7733	254532.0139	289616.6962
Q5VIR6	23999.37452	26118.9878	26101.21402	22462.77	29078.79958	29480.52924	25456.3229	36172.42487	17245.26363	28090.35381	37470.87268	29809.8824	26406.48666	40584.00324	29728.87477	23809.32453	13734.176	17893.61134	33040.34564	25110.99589	53205.69871	27009.78719	25690.98055	29337.32295	17614.52051	27760.26991	40739.99935	22979.11606	26689.29925	8743.353851	29372.24817	16884.17168	36300.21006	17682.4657	36092.13259	22122.4186	21591.14536	12506.37892	15127.82571	22190.71806	12773.2646	24026.07435	20096.63624	21480.15413	31184.71594	24214.84433	25656.60564	22935.68067	22432.69942	26448.92165	40325.34767	44518.25313	28963.74643	20083.30093	25506.84516	29681.61334	20665.10476	36068.25664	29520.06064	38367.68216
Q5VSL9	277697.8551	709433.3871	692064.2306	461277.2298	384149.4273	488179.4415	687019.6346	862359.766	570757.1556	580252.2397	660825.6248	653307.8333	818952.0184	340657.7523	677536.8202	254086.4563	390463.9241	546591.2594	412097.7679	911232.7048	488021.4124	334629.1813	352883.3394	580444.6029	573277.0182	451403.4813	815834.0073	290332.1163	614405.0265	374439.5892	257200.3151	655838.2691	649881.8657	435478.2087	446626.7132	316118.6578	532154.4297	512653.629	483725.5538	382504.8097	232808.5822	414353.8469	818153.8286	264960.9679	546201.04	235802.2394	357384.5346	494863.1542	354155.7983	785669.6083	442266.0503	324910.5717	406236.7689	480654.7565	662701.2116	543554.0465	659441.8775	546844.7017	583299.0464	582886.3228
Q5VT25	260816.1053	221928.2247	166817.152	342161.5766	289957.3947	326797.6266	279216.0862	273499.0682	209654.007	306668.7642	372335.5669	271565.3449	223425.2774	398678.87	282191.3935	221152.8176	227830.5557	224875.2578	382678.3701	262783.1106	358848.2045	359575.6978	283858.9581	313628.698	245723.2028	293024.0946	337931.0552	246767.6615	261266.3061	240974.0936	224042.7984	211868.5123	233962.6745	318151.2143	271035.7965	238310.1627	219401.3233	253611.3495	225701.9484	253535.9351	134765.8505	215012.9648	222371.744	283956.1137	312303.4212	213097.6546	283856.3661	227428.6567	273650.372	249791.56	321581.3921	284901.7376	308421.606	270494.6813	347922.8963	326093.4011	290799.5851	279346.0194	267341.7262	373795.6053
Q5VT52	324353.12	593287.9859	615337.2222	453912.564	442623.6164	490103.5747	228350.4866	391616.256	536616.4545	539157.8883	535218.647	536676.0789	552849.2923	332535.0222	460701.91	203839.1723	368706.1355	425967.3981	332192.9899	509119.8696	364011.2501	294331.6428	288624.6816	416340.1134	457554.9525	407309.7537	580825.5596	382094.0687	421680.4961	307177.03	299652.2766	535776.9893	529373.0486	411811.4684	513929.0862	332030.9609	472980.1426	550430.5776	526492.5781	442290.0459	293338.522	441529.1047	637444.2493	279051.1208	512433.8992	395412.3128	410831.1201	519972.4337	469166.8783	645914.9445	381270.1018	324794.8158	356696.3191	424257.9686	504823.2547	382391.3422	533576.8416	480903.0185	474013.0916	508455.494
Q5VTE6	148495.406	238790.3706	283616.0541	234416.586	187414.3602	330554.4454	216370.2075	283570.8154	181624.9294	257322.3196	312689.2434	284758.0067	220813.6816	290566.8646	260162.3904	169534.24	205233.4308	199802.5614	298406.4947	355591.8931	304321.171	244276.3539	213864.8058	278399.2227	269991.3736	305980.434	421032.5847	256541.1097	291272.0415	209260.0602	113033.8472	225958.5742	271869.3935	208188.6521	186958.5993	205570.3206	187369.0716	178310.6639	169332.437	207837.0001	81205.34784	146207.812	177493.5118	181045.8257	207249.3738	110281.3978	143224.0276	163238.883	236915.1572	321600.9172	253681.921	228869.3183	232589.445	227593.14	286424.8373	309281.5954	279458.3139	257503.0085	304358.5589	356086.1285
Q5VTL8	5320.368757	3108.152199	16024.9575	4622.116979	4922.755064	10656.65085	6347.089167	12899.9339	6195.92595	6686.673476	9209.119656	8559.556106	4298.3877	9093.990986	10533.93885	9596.474561	7647.946385	5846.978197	16351.43039	18549.4997	16845.796	14622.75381	7449.535806	11996.35944	7741.725642	10143.18144	12020.97262	13567.16104	14498.47268	8572.836031	4453.264758	4069.295088	8870.347415	4929.324013	4467.796824	6232.515731	7489.852137	2871.330622	5917.930026	6547.172973	2761.808639	5203.950516	4806.734313	7819.648929	6709.462004	5626.992436	4168.526219	4572.603843	9612.705884	9594.377102	14967.98382	12019.71923	9552.341532	7042.82957	9879.051175	8221.874368	11653.39159	13301.57174	10770.46893	10026.65141
Q5VTQ0	121145.3769	126572.5389	99926.43657	115580.6259	85600.46703	134519.524	117053.0237	102429.1423	77388.76794	104178.0263	104074.4586	97231.83318	69046.19022	118771.5577	102542.1101	77593.61995	96244.60387	78910.8099	467723.8182	93683.43715	111840.5688	92285.43068	74741.52707	90976.1258	85928.44091	95726.18056	116203.3014	84435.01972	308239.167	73755.37579	106572.0458	101014.602	95391.72662	127068.4671	131951.7423	125516.6258	83293.82982	106964.9499	66352.85837	74140.73115	51093.98888	75813.20673	78209.96319	108681.689	112549.505	102723.0489	171696.6604	81247.5182	223049.9924	86665.00186	101199.4079	114798.5025	93961.24901	100179.2093	89560.4414	123428.1262	123883.2382	96253.59207	125018.6529	112810.3277
Q5VTR2	222015.7263	446788.4848	439825.1313	351307.6208	220131.6417	396858.6589	401806.9652	431363.9219	334761.6299	388700.0376	342621.7253	365603.0786	695848.4068	350263.7983	514376.007	277308.2314	366545.7982	463868.3025	483210.75	689683.7264	339934.7546	277005.9515	366884.6093	448994.7836	489702.3109	431123.2347	719313.5518	413703.1736	474898.601	340766.8487	263502.0934	388764.0994	406461.9951	304547.4246	297467.3437	329213.4153	352708.3429	369196.4753	371572.0564	341464.0193	200340.9071	359942.6416	677297.3034	453897.0303	547871.0065	272813.9335	376378.7378	530250.364	331741.6164	747472.122	408226.9468	388855.0987	438286.7511	489412.6785	526997.4143	525756.8203	647520.2574	555123.5307	553401.546	515606.5818
Q5VUA4	191995.3638	165452.5494	217145.3279	124718.6203	142606.966	175234.6417	358539.2423	197493.5488	136671.2875	176822.5637	170709.1539	142605.138	170698.1745	323433.4076	252818.7883	231555.0538	215202.5307	218282.2746	138885.0032	129143.7488	148486.5166	126170.4136	117873.367	153314.457	152448.3311	157994.7761	183108.2705	105301.5507	162452.2715	162179.3524	257966.0125	177122.4488	213886.0643	209864.7811	171911.3921	142185.1496	158135.4935	150477.4969	153421.8045	138664.893	108502.3459	127449.0749	149189.8596	237482.1618	204496.4018	215879.1545	210964.7926	158574.8067	118151.0652	124747.2725	118799.1865	146815.2999	141698.6726	142637.4944	132097.8547	173228.8059	118783.3327	129975.6898	161095.714	192562.451
Q5VV41	613745.6291	733043.4956	811525.9655	748951.1312	714576.9402	745688.0068	780918.9652	581148.5099	752783.0291	834232.8875	853703.8622	827714.327	842754.8535	688803.0749	865918.8101	507868.2037	612601.9433	445912.9956	632221.2008	836158.5591	625978.7959	476757.0021	461531.5108	693306.2923	731099.3524	677820.7621	842282.5492	620561.808	763328.8699	573476.1309	574968.5756	829151.9338	795604.7095	751232.5883	849399.6124	750027.6689	711216.4611	861930.4308	767290.7456	721386.9174	607205.2362	746256.6968	902316.3472	555898.8448	946540.5901	582820.1087	738065.3371	659418.3856	634279.1425	861623.6293	673088.9822	613143.5984	653836.1366	804053.8591	822410.3955	767908.1614	805386.5744	785665.0314	758170.2486	878080.6586
Q5VW32	234882.4637	327610.4211	306107.8272	222763.8003	180652.5503	243524.7161	287750.5184	323861.9834	290793.2953	272302.8514	300613.2709	240944.7872	333837.344	271076.8813	319149.1332	214328.0754	239222.0371	300117.5626	183961.3159	283155.0021	215990.6613	168549.878	162385.0365	228629.9587	253236.1074	219371.2309	338931.4457	222495.3391	176838.3679	180935.9669	202569.5844	335897.6955	332832.367	204139.2055	195267.3726	205712.4361	241544.3354	318285.8522	257226.5494	194630.3043	131329.6862	220994.7333	451804.8721	246226.7925	279867.8797	197692.9156	256154.2852	254013.1665	165922.4649	360881.6082	257674.4015	155489.6278	201611.1725	213303.6256	247966.1671	237833.2765	267039.0348	236254.1462	236051.1936	231550.2418
Q5VW36	189164.3201	277395.1895	178386.9995	268875.8088	79468.32812	138275.0918	324015.073	487823.3102	332360.9359	424259.516	453448.0832	451897.4293	313612.3354	234468.1158	430580.1489	203191.8062	270538.8997	395836.7277	294782.8792	349153.8939	333885.8316	106790.1516	175544.5336	140929.0955	236136.5724	330550.1449	375738.5372	229208.7756	350522.0053	160288.6712	210254.7178	266046.1902	202930.6826	148674.4336	200493.0684	119580.9764	203823.5387	345340.8829	305452.8126	266862.0705	181961.4872	298152.871	320400.4235	239203.7934	452304.7565	249515.365	257322.4534	396292.8667	311459.3658	295342.5283	315903.9474	235866.0496	175410.5708	160001.0537	266418.3385	323945.4636	328392.5354	330276.5949	282488.5663	219827.6875
Q5VWQ8	349378.9899	219344.0938	423341.5649	305876.9988	279891.247	437263.9477	278440.5219	342509.749	261456.8469	478481.9543	570941.4763	202701.9877	204981.9433	420554.7732	359251.0921	399509.388	281940.0026	237496.1123	448519.9115	329699.1826	259880.4192	462555.7917	484966.672	583811.9246	369485.1962	350824.5003	481114.3885	365440.4882	418451.7248	396748.7821	312625.2057	176093.9585	376104.139	205570.1987	354801.7177	367154.9722	218686.459	195873.7821	344698.1329	207325.8635	273164.3393	190488.3444	205174.9064	392562.2388	236599.5191	385112.5194	339365.7239	158664.3922	417627.7581	348124.8864	488790.4814	418635.784	386101.0485	351602.8624	430235.5548	451673.0612	555473.7471	288492.7095	332149.6585	527028.6092
Q5VWZ2	154774.3339	121013.2038	145325.8858	258480.7476	154517.4535	235333.2331	157594.4587	204661.9409	161713.6347	168884.6827	209891.8809	170276.0445	131171.4624	246206.6257	228404.6351	182425.7745	187541.7237	141299.9649	167049.8488	220588.8971	206688.6219	202015.877	122636.1103	158742.6511	149632.2803	186075.6164	311617.3777	158336.5416	158208.9645	167340.4746	136335.8597	101524.0967	162393.0042	190827.4062	184834.5456	176507.8525	162614.4775	155011.6072	169787.9535	157438.1824	82164.73353	129021.4915	129801.9099	215486.2647	181110.168	150285.0258	159611.6613	159790.0041	232322.321	210453.4406	229692.5585	204120.6501	259389.7187	188862.9972	190538.0485	219228.3998	198217.1441	195791.6136	182445.7285	197322.5687
Q5VYK3	123018.8327	114478.4207	160302.6957	207914.3613	116770.7887	182384.0016	177268.5075	196260.0807	150551.2324	133676.2309	166116.7849	182438.553	122392.5971	222846.295	190536.8122	170891.9504	163044.1883	134360.3475	223963.7098	197454.7978	177607.5815	163321.776	203438.743	194734.7867	154730.8417	140857.2799	196813.4457	151513.0694	155939.7297	132002.7612	104450.1486	119803.6449	153372.6462	187533.5759	147049.378	145715.1317	165534.0984	141767.7591	142740.6605	117797.9564	70065.49807	134009.3221	112588.3978	170282.1122	153123.7494	150428.1032	155609.8512	118778.4274	213976.7125	190474.4708	209355.3077	182672.8229	248038.7068	176902.2081	159855.2319	188796.7187	172921.0531	173751.4619	171695.149	249803.4087
Q5VYS8	44019.83542	87971.75001	207486.7348	74166.76557	50658.89406	85492.3519	90410.62281	111524.6594	74538.28497	90073.99488	106656.5507	52414.45339	94724.53274	119738.8717	154967.6947	61626.81428	44137.94506	68060.22986	66396.79504	156852.0179	167678.3374	81125.29199	62857.32281	81185.66413	71028.15588	61895.91082	135065.2981	140675.1882	81652.14375	98963.65979	69658.63127	91092.30321	101869.8246	71110.97119	70229.66187	66504.89632	74048.99443	98141.67843	90545.49558	65682.85934	60672.91563	98708.71136	118122.077	65449.65175	55458.53366	33976.5881	116354.1097	72184.4543	55727.13823	130695.0692	129804.5858	59804.02929	76163.02166	127733.3073	93184.36116	79714.25963	99860.34297	81155.30466	86976.35384	92402.03252
Q5VZK9	181544.7929	159076.7491	256116.6536	269844.3586	248050.1233	347949.0724	161951.018	234479.4361	168496.7973	203911.9705	210742.2667	214692.81	152441.3548	251692.5837	180648.5503	193042.5302	196183.2016	107619.3928	250432.7383	199885.6114	293553.9982	238450.9734	257031.8311	302652.2375	217735.0693	301486.2421	243478.165	200727.6208	210874.8664	221815.8408	133465.9802	135717.2205	222820.4201	250423.8098	239999.9594	230064.9753	152164.578	147205.3549	153334.9814	141776.9348	97754.60892	139586.7206	132493.5151	197064.232	137669.7334	135228.7927	136070.4263	103825.1983	193803.5987	187117.3861	235528.8189	258338.0758	228088.8391	215310.92	210646.0919	250253.6124	202590.4941	202842.7547	219056.8559	254898.3653
Q5W0B1	219922.1974	245982.2969	240512.1593	316025.8987	252113.297	527800.4411	286505.24	302983.9353	239402.3958	306296.3932	298301.4182	261926.4997	202763.2808	393048.0338	275385.5852	249691.8985	249647.4538	219178.6982	367275.0191	126245.0071	339261.9891	326986.6582	291697.3202	305910.545	270157.3743	330816.2888	331003.2022	244410.9304	279251.2437	241064.053	216103.451	246039.8672	299675.7613	293755.3225	318367.2632	342999.1241	227379.0285	239364.5127	286019.7968	224747.0954	150409.105	212996.7793	241741.874	325546.0081	377128.752	483949.7661	261041.8951	239255.5147	328238.2122	295778.5529	275344.1149	345142.1066	303256.2714	333822.798	316572.0547	366124.839	294969.3614	291442.6067	312492.144	335982.9009
Q5W0V3	427120.7548	139685.8858	158461.5209	335457.9149	232544.4233	326046.1006	281534.1035	334679.1577	165842.4798	267815.3694	303234.7697	237366.5898	405988.0703	507902.3514	412645.7157	326197.4022	359034.0116	378055.601	217678.9371	268345.0251	272117.9115	184466.9085	209704.8558	389617.5988	152993.2068	337861.5861	208288.6521	285565.8472	305721.42	168231.8905	389523.1327	266032.1947	386036.2875	304902.7485	270917.7478	276385.1267	261399.0823	319989.3004	370883.4137	251492.5436	178827.6539	284826.8968	316941.7566	416068.522	366801.1901	367848.3963	421160.836	616969.0553	286303.6373	351553.2518	372884.6178	302710.6999	299881.5781	431094.3564	329934.9102	405715.5356	335308.0727	313968.246	342605.9403	457531.3541
Q5XKP0	139806.698	48424.74513	54046.64038	64671.02719	54634.33384	55670.04153	53737.31737	43681.43598	35856.27698	122169.0742	98246.58169	110426.6308	24862.65148	74461.35217	76429.52942	64098.43191	90470.05853	39276.40346	105478.2049	37043.97228	181614.0367	71124.31712	75876.63956	85052.54694	32541.33164	96127.91934	174469.2107	125919.7226	82284.52766	33368.25472	88493.81875	48395.2769	62858.18365	45775.90077	57563.0658	58474.54775	58415.30145	53219.83255	50761.15153	113151.7592	81950.65776	39476.00014	34317.46855	60469.34513	34287.97369	26503.48744	51358.63037	51533.5215	76904.17693	36379.22796	74351.82763	91581.63871	67604.89815	60431.96794	77585.90441	112868.3004	118196.7158	31632.60105	84602.19852	88456.41023
Q5XPI4	144702.3861	247601.952	310179.4467	288928.1369	235431.1213	325303.5063	299460.6401	386857.8949	295178.2328	281171.2274	328227.6255	325790.5818	230746.7601	312918.5286	371163.2662	246850.8226	276334.7417	287674.039	265299.3658	324525.9879	393161.4316	271969.562	263951.1243	331040.5378	301161.6426	288990.8477	389212.8831	309700.3007	346280.8885	160753.7213	290462.8794	330594.6883	187304.1909	307648.9642	115904.9328	307620.3851	288202.3689	323466.2796	302943.2092	237283.5181	185735.4933	227388.3905	303917.8227	316160.2245	312406.8466	286146.4368	326263.7111	319779.8979	316988.2409	381261.6551	353854.687	342869.1721	324064.9668	349487.2201	389582.393	388504.5886	371846.113	329554.7526	427958.8507	379543.042
Q63HN8	2011648.686	4335335.255	4039297.317	2569202.829	2369964.875	2657661.933	4189712.746	3997911.659	3434459.048	3559664.881	3539189.385	3507966.357	4385070.21	2150710.921	3721780.125	1835351.927	2720343.85	3864424.869	2348903.914	4644200.958	2538315.756	2300482.579	2284299.296	1765676.43	3709809.222	2978271.784	4916603.084	3200498.106	3900078.2	2649458.139	2183420.272	4628872.151	4051059.314	2552770.129	2407869.832	2172441.829	3497679.784	3901011.754	3458713.405	2833005.642	2010379.426	3202423.978	4859157.042	1642732.511	3344277.446	1670377.708	2531926.478	3640752.222	2069872.18	4594695.274	2405872.083	1992775.646	2416181.451	3059225.621	2423230.353	3174115.826	3918045.563	3230095.498	3613017.155	3657528.732
Q63HQ2	368870.3359	1188419.881	1013598.642	463245.9552	371445.4692	627207.957	862758.3002	1241673.754	671920.7982	467336.8966	760256.1878	721985.6695	1015202.051	323887.013	1052987.678	262561.4243	508486.9686	1275453.956	525233.0899	1601318.502	597302.5207	322172.3783	345183.5656	581571.7971	735125.0479	498637.441	1361822.894	631150.1866	883571.2497	391113.8473	266732.286	1175482.058	775738.0007	504655.6732	338942.1585	328524.7224	573116.8044	320119.3899	495423.1232	362949.6273	115509.4691	313302.2904	1048984.885	193718.8144	510751.8086	152716.1218	316560.386	750526.8651	392138.6346	1161028.906	439644.8567	328193.2459	381453.1045	448395.9662	756167.1733	489939.641	783390.8388	565325.9127	764139.7542	562706.2714
Q63HR2	272216.9214	304722.3901	276004.0648	143466.8536	165037.0402	284752.7447	216898.2645	225004.8299	209713.8347	202063.4123	220711.193	156417.0581	54261.16141	532940.6341	212565.2326	295591.6595	284394.8966	194145.8715	151525.7675	104261.7942	144642.4292	215393.2559	144241.7415	111357.5778	140594.3547	139674.8611	151014.8165	186508.8302	342026.7713	175459.3726	232062.2914	177702.7837	371607.4079	160502.2078	177807.6225	129628.2309	144841.4011	216924.7366	164004.2861	190252.6884	158099.4161	186577.2531	303664.874	197385.462	390997.7485	384061.365	310863.1916	315920.2538	168763.3468	160987.0432	260969.8296	204174.0936	259864.8243	92418.06876	230281.1318	125472.6399	335352.5769	111332.9664	342142.171	218815.2326
Q63ZY3	107585.34	129632.9681	145201.0195	140430.3676	112093.9523	180741.8362	130190.8929	177235.505	138534.318	160691.8479	136244.9051	145223.8858	157504.1376	195722.284	212713.7551	137466.4965	161696.1861	147874.6253	104546.1578	134728.1151	130962.0803	128431.938	100767.1997	129236.0333	123455.08	121943.1543	177078.4343	106071.4845	119511.6351	104570.7667	152364.45	132404.5062	150685.3415	136004.7701	155930.5369	151983.8886	89259.02022	162070.5373	162094.5628	134153.7518	75604.92351	125918.5264	171061.7382	159683.9421	171378.8214	147149.9383	165499.0521	153244.5447	97063.92856	149482.5933	157739.8907	143684.3392	121321.1102	114161.127	151738.7079	157966.8486	155886.597	136424.6257	149056.3464	167080.4459
Q658Y4	584554.48	482116.4932	409543.3867	237152.5925	230394.235	371219.7285	449563.1068	524470.1609	394615.2606	383532.6044	427514.0478	391153.035	394969.6362	629893.2729	524317.3485	438912.0616	481044.7214	530886.5621	300160.783	494738.5809	296812.0771	294027.8124	234872.0232	344597.8301	366602.7485	290719.7503	513066.3898	308816.1977	328508.1029	220574.0192	523829.5101	433754.2377	413313.3383	257205.1865	264728.7784	250649.1088	316296.0624	381086.0834	434368.5733	287598.4047	170731.4872	294084.6593	389520.1298	501149.4118	504772.0539	481553.0184	507705.2231	531464.6484	275623.165	511095.5807	346492.2296	310375.9917	268422.1042	302763.4829	410844.5625	332005.6164	415743.2391	333050.3552	337400.3645	322456.7358
