Protein	kidneyTisue1	kidneyTisue2	kidneyTisue3	kidneyTisue4	kidneyTisue5	kidneyTisue6	kidneyTisue7	kidneyTisue8	kidneyTisue9	kidneyTisue10	kidneyTisue11	kidneyTisue12	kidneyTisue13	kidneyTisue14	kidneyTisue15	kidneyTisue16	kidneyTisue17	kidneyTisue18	kidneyTisue19	kidneyTisue20	kidneyTisue21	kidneyTisue22	kidneyTisue23	kidneyTisue24	kidneyTisue25	kidneyTisue26	kidneyTisue27	kidneyTisue28	kidneyTisue29	kidneyTisue30	kidneyTisue31	kidneyTisue32	kidneyTisue33	kidneyTisue34	kidneyTisue35	kidneyTisue36
Q9BW30	18128.35	37326.2	NA	NA	29918.29	42472.02	1804.537	NA	NA	NA	NA	19108.58	NA	32524.27	NA	NA	NA	NA	28070.84	36339.93	NA	NA	34654.42	35890.67	2064.747	NA	NA	NA	NA	27796.91	NA	42678.39	NA	NA	NA	NA
P69905	2602327	4488396	4488396	1507484	4488396	7917794	7917794	6171945	2414317	6171945	3663530	2264993	2414317	3663530	3663530	1507484	3663530	3663530	4488396	4488396	4488396	1507484	4488396	4488396	6171945	6171945	4488396	6171945	3663530	4488396	2264993	4488396	6171945	1507484	3663530	3663530
P35613	NA	63415	31865.32	71906.43	26368.11	NA	69296.97	30621.55	30568.06	104458.4	29698.69	28364.9	28140.73	40359.89	28468.21	92200.62	84185.7	20825.75	NA	72396.48	35479.7	46418.59	27128.02	NA	122599.5	26881.08	31585.28	106434	28736.94	68419.37	28951.34	NA	30674.6	73747.38	83114.39	26628.24
P18621	32049.25	44536.32	52378.64	114921	33913.38	53711.56	94932.09	44397.45	58618.05	57432.65	29369.22	62603.47	42876.78	72866.16	33680.65	168883.1	89662.87	88571.8	38130.55	55254.21	58172.71	113682.9	35050.65	54478.54	66571.79	47477.48	65130.74	63302.14	32270.84	58282.48	45654.7	67333.54	33626.34	173069.6	89204.91	79024.33
O15399	NA	NA	NA	NA	NA	NA	1804.537	NA	NA	88571.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2064.747	NA	37020.33	82784.11	NA	37386.23	47101.82	NA	45944.75	NA	NA	NA
P02462	NA	88437.7	NA	NA	NA	109006.7	1804.537	NA	NA	NA	NA	NA	NA	66240.02	NA	NA	NA	NA	NA	100135.6	NA	NA	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P00167	286640.3	229655.9	286640.3	NA	335047.9	333342.7	250479.3	155137.9	345183.5	22251.11	351190.2	367784.7	322906.2	111549.7	393512.7	NA	134155.2	187002.3	302761.4	226425.2	289533.3	NA	352898.9	314250.1	268122.8	67976.03	322906.2	5299.794	343262	363784.6	302761.4	67555.47	282315.9	NA	165765.9	189251.4
Q9Y277	46219.52	53943.03	60305.64	122386.3	74780.31	37258.59	74156.41	167180.7	72497.5	103144.4	64901.59	43101.08	56917.54	56247.06	65864.34	26438.35	71531.78	106434	52194.86	60140.21	69495.64	121022.2	73200.35	41913.8	82528.65	148188.2	71252.19	118534.4	70281.09	39140.5	59138.55	58063.49	67333.54	39986.9	58618.05	90661.31
P83731	123793.9	84689.84	54642.17	152247.4	111753.2	208139.1	113400.3	98460.75	52341.58	70713.02	113400.3	149632.6	46418.59	205865.1	121781.8	170638.1	205171.5	116824.3	127797.3	84980.21	52786.49	144444.7	112680.1	203233.9	2064.747	92512.37	54642.17	68194.41	133565.1	150524.5	66571.79	214743.1	133565.1	185750.3	198108.9	117705.1
P05154	66571.79	NA	34042.57	NA	90840.22	NA	1804.537	NA	76929.26	NA	69495.64	NA	56609.46	NA	58530.55	NA	NA	NA	63732.6	28070.84	34991.44	NA	91466.47	21381.11	2064.747	NA	74156.41	NA	71906.43	NA	53711.56	NA	53831.88	NA	NA	NA
Q9Y2T2	NA	NA	35772.38	44156.47	NA	NA	1804.537	NA	NA	35969.44	NA	NA	NA	NA	NA	25912.83	34856.47	20708.82	NA	NA	NA	NA	NA	NA	2064.747	NA	12684.5	32403	NA	45354.12	NA	NA	NA	NA	NA	NA
P50897	12494.7	26438.35	NA	28027.68	10890.86	46418.59	1804.537	66058.39	9890.292	36825.06	12444.31	30039.09	5033.483	26490.26	8242.808	28846.59	NA	55954.92	16600.61	29862.3	8719.525	NA	13744.35	26232.09	2064.747	54839	34991.44	31989.24	15689.55	31084.27	10993.77	29698.69	31389.75	30963.73	NA	43279.69
Q6DD88	NA	NA	7712.3	36228.75	NA	NA	1804.537	NA	NA	NA	NA	20640.29	NA	NA	NA	14224.85	NA	NA	NA	NA	NA	28468.21	NA	NA	57080.76	NA	10943.8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99447	33974.14	NA	25795.89	NA	30568.06	NA	59328.51	45944.75	23009.54	2217.2	47858.24	48314.38	25444.86	NA	68707.95	NA	10785.32	NA	32750.56	NA	29369.22	NA	23060.3	NA	2064.747	14502.55	27509.79	NA	30381.41	49545.6	19849.41	NA	63988.55	NA	18128.35	NA
P43121	NA	22778.52	NA	10170.49	NA	21199.16	75049.44	NA	NA	NA	NA	17146.31	NA	23144.21	NA	7665.211	13208.61	NA	NA	24565.31	NA	NA	NA	25017.81	79458.77	NA	NA	NA	NA	19577.77	NA	27310.46	NA	20116.77	NA	NA
Q7Z2W9	NA	NA	NA	NA	NA	NA	1804.537	41077.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	31865.32	NA	NA	NA	NA	NA	NA	2064.747	47185.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60502	NA	NA	NA	21073.92	NA	NA	1804.537	NA	NA	26490.26	NA	NA	NA	NA	NA	18957.21	19577.77	17976.62	NA	NA	NA	22861.64	NA	NA	2064.747	NA	NA	29918.29	NA	NA	NA	NA	NA	NA	26232.09	NA
P46777	NA	NA	47185.33	84009.8	NA	NA	143056.5	5346.031	36825.06	14687.37	NA	80345.41	NA	NA	NA	80199.58	96253.9	73278.36	NA	NA	43815.97	85221.49	NA	60527.23	99238.84	52194.86	53514.59	26157.97	NA	52110.31	43585.09	NA	NA	33069.91	82107.82	62742.03
P30419	NA	18431.09	NA	34579.48	NA	11279.85	1804.537	427.55	NA	728.8222	NA	9065.825	NA	NA	NA	26011.69	5532.628	2413.244	NA	55431.72	NA	33626.34	NA	NA	2064.747	NA	NA	2734.253	NA	NA	NA	NA	NA	46553.02	NA	NA
Q9NPE2	NA	NA	159013.3	NA	NA	NA	387432.2	NA	151906.3	NA	NA	NA	NA	NA	NA	NA	175372.7	194290.6	NA	NA	NA	NA	NA	NA	566103.9	190390.4	110367.2	NA	NA	NA	NA	NA	176213.9	NA	NA	NA
Q9NVH1	NA	NA	20708.82	NA	31389.75	NA	1804.537	15243.89	33974.14	31389.75	25017.81	NA	27706.53	NA	34579.48	NA	NA	NA	NA	NA	19247.7	NA	27753.78	NA	2064.747	21763.84	18280.42	32882.37	33256.26	NA	21553	NA	32469.21	NA	NA	NA
Q9UL25	NA	NA	NA	NA	NA	NA	90840.22	NA	NA	98250.03	NA	44010.16	NA	NA	NA	NA	111753.2	NA	41362.6	NA	53434.89	NA	NA	NA	2064.747	113916.8	NA	101043.4	NA	NA	NA	NA	NA	NA	108770.2	NA
Q9UL12	46495.02	NA	NA	NA	88271.58	NA	1804.537	NA	42876.78	NA	51480.33	NA	70145.77	NA	NA	NA	NA	NA	70903.29	NA	NA	NA	80345.41	NA	2064.747	NA	NA	NA	46628.66	NA	69163.65	NA	NA	NA	NA	NA
Q5TC12	NA	NA	NA	NA	NA	NA	1804.537	NA	64454	227161.7	NA	123432	53514.59	214743.1	NA	283710.6	NA	NA	NA	NA	NA	NA	NA	244865.7	2064.747	124024	NA	214743.1	NA	124294.3	49327.24	221565	92823.65	302761.4	NA	NA
O95219	25178.94	NA	19506.67	NA	25795.89	NA	1804.537	NA	17309.98	27593.38	27260.11	NA	20961.99	NA	15516.18	NA	6615.542	NA	27367.98	NA	25178.94	NA	27915.41	NA	2064.747	NA	20961.99	25912.83	24565.31	NA	26368.11	62246.1	19108.58	NA	NA	55162.83
P49419	269679.7	116289.9	189860.5	34713.42	256285.7	139288.5	94309.39	142679.6	187566.8	119650.8	236030.4	167923.7	198108.9	175808.5	213886.3	97756.44	153483.2	155137.9	268122.8	122859.9	185160	31920.16	270810.9	145951.9	101043.4	142679.6	188132.1	104642.9	247871.5	173069.6	216312.2	189251.4	205171.5	95793.82	118998.7	171594.5
P42785	70713.02	211073.8	61777.63	249685.3	82372.63	NA	147423.5	88904.66	79816.24	135737.2	78547.77	NA	94309.39	202049.2	170208.5	265761.1	163965.8	149632.6	68303.94	216312.2	60605.33	259314.6	67749.81	252846.2	2064.747	95207.85	25539.53	132774.2	76429.38	230373.5	72866.16	223143.9	167180.7	244865.7	144058.2	141575.7
Q02809	NA	NA	NA	26232.09	NA	NA	1804.537	NA	NA	NA	NA	NA	NA	NA	NA	21831.56	NA	NA	NA	NA	NA	27260.11	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	27128.02	NA	NA
P25774	NA	NA	NA	24133.67	23009.54	NA	1804.537	46763.48	46154.89	NA	28905.51	NA	NA	NA	21199.16	29538.92	NA	NA	NA	NA	NA	24411.29	20764.95	NA	2064.747	49739.87	42255.78	NA	29698.69	NA	NA	NA	16436.64	34713.42	NA	NA
P05062	2414317	76153.19	2602327	46553.02	2414317	31720.91	56135.9	91628.1	2907602	2714.897	2602327	72135.45	2907602	24565.31	1130692	NA	NA	NA	2414317	77070.33	2414317	45258.62	2602327	35413.6	2064.747	106954.4	2602327	NA	2602327	155885.6	2907602	29791.97	1086128	NA	119902.1	NA
Q6P2Q9	NA	NA	NA	13938.17	NA	NA	1804.537	886.2139	NA	1491.994	NA	NA	NA	NA	NA	9504.372	7930.744	4621.889	NA	NA	NA	16046.76	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P14618	253890.9	1507484	317227.1	1438531	252846.2	1507484	216312.2	746003.9	400332.5	682653.9	331530.5	1910378	375463.4	1686138	478947.4	1438531	1438531	805128.4	248839.1	1582979	341137.2	1438531	251821.7	1507484	217235.1	760797.8	343262	670786.9	357417.6	1910378	435248.4	1798994	494067.2	1582979	1507484	861796.3
Q9BQA1	NA	NA	NA	NA	NA	NA	1804.537	47039.95	NA	NA	NA	48954.49	NA	NA	NA	NA	NA	60697.71	NA	NA	NA	NA	NA	NA	2064.747	NA	NA	NA	NA	54839	NA	NA	NA	NA	43585.09	37326.2
Q9NZJ7	NA	NA	NA	20453.29	NA	NA	1804.537	4061.403	NA	13938.17	NA	NA	3030.828	NA	13642.38	NA	NA	NA	NA	NA	9890.292	21883.76	13283.71	NA	2064.747	NA	NA	NA	NA	NA	10243.86	NA	14502.55	NA	NA	NA
Q9Y678	14738.54	35772.38	23009.54	65031.81	13873.04	19849.41	1804.537	17778.32	19983.67	60013.66	1376.642	43497.89	16907.93	22174.57	9611.819	47185.33	29308.43	8178.736	28213.44	19849.41	25737.06	57523.94	16907.93	22730.31	2064.747	14049.16	19849.41	58695.53	18128.35	45258.62	29111.44	30963.73	5346.031	50797.63	18045.24	17916.59
P43304	NA	NA	NA	NA	NA	NA	72021.55	33837.11	11401.86	97335.62	NA	27310.46	8719.525	NA	37185.8	17976.62	13531.76	20275.93	NA	NA	NA	22496.77	NA	NA	65391.51	27066.26	16703.18	97335.62	NA	24059.86	13339.99	NA	21976.58	NA	22426.11	36339.93
P68036	30313.51	40663.75	24655.11	33974.14	NA	27706.53	1804.537	31034.26	NA	27796.91	21230.09	NA	21883.76	60788.28	NA	37386.23	21381.11	NA	NA	37786.9	28027.68	39986.9	NA	NA	2064.747	33325.86	36422.79	25255.74	33388.92	34325.01	NA	62503.04	NA	41004.78	34116.76	NA
P49458	29005.53	NA	26686.24	NA	25178.94	74156.41	53114.32	40663.75	NA	104937	NA	80465.48	NA	61451.06	NA	NA	NA	19983.67	31389.75	64454	28736.94	67555.47	29918.29	153041.2	2064.747	NA	NA	176213.9	NA	NA	NA	NA	NA	NA	NA	NA
P42126	80614.2	68064.1	73098.98	NA	113916.8	54990.34	144761.6	327799	87306.25	265761.1	120161.7	85740.42	109273.7	NA	143697	96933.72	179981.9	159013.3	99433.59	NA	115757.1	NA	109006.7	38365.15	131429.8	338839.7	79584.07	264324.1	100135.6	70389.42	74269.09	62113.76	122386.3	92656.4	166703.5	154819.9
Q8IVM0	NA	NA	NA	NA	NA	13101.96	49467.07	NA	NA	1086.525	NA	NA	750.5056	17826.71	NA	14373.54	9416.931	NA	NA	NA	NA	NA	NA	20057.06	50724.91	NA	6501.192	NA	NA	NA	6099.858	25017.81	5692.911	19019.68	NA	NA
P42765	716944.3	141575.7	549609.4	39497.49	732383.5	408058.6	423963.5	643593	623040.6	314250.1	651711.1	643593	885197.1	423963.5	706520.3	123135.8	400332.5	454591.6	732383.5	153483.2	572844.6	46763.48	775969.2	286640.3	362020.8	633821	566103.9	246687.7	529672.9	544909.7	597545.5	308775.7	466164.9	127797.3	454591.6	446678.9
P20774	119242.7	178745.3	41913.8	22664.19	100833	113145.5	347082.5	811	62603.47	17258.52	99627.9	33626.34	85464.76	155137.9	120491.1	99238.84	14957.51	NA	115138	175808.5	NA	12874.95	83390.33	120716.2	325019.6	NA	61667.11	NA	98642.34	28027.68	91995.3	186398.9	126409.1	120491.1	NA	NA
P82909	47697.29	NA	53943.03	NA	54056.81	NA	72396.48	40359.89	46219.52	63548.54	46763.48	51615.29	59328.51	NA	36869.43	NA	69986.84	49739.87	57348.28	NA	36558.49	NA	60013.66	NA	68707.95	46219.52	67333.54	62940.28	68419.37	36623.49	38266.54	NA	37020.33	NA	62940.28	46219.52
Q96GA7	43737.82	44865.21	NA	NA	47788.15	73854.19	1804.537	29308.43	45014.49	24335.52	42678.39	42192.1	33003.64	NA	43101.08	43737.82	38720.09	23942.7	41425.14	NA	NA	NA	48664.34	NA	2064.747	44306.32	54737.36	23318.47	45258.62	NA	33435.34	NA	82784.11	26947.6	39433.16	35794.89
Q92973	4227.825	25539.53	5255.061	34787.12	6264.758	17484.32	49739.87	4227.825	1524.336	9652.078	2368.672	15575.29	3628.564	22055.13	1849.661	23827.06	13793.52	5582.867	7203.25	24335.52	8667.869	40663.75	8866.933	18518.54	2064.747	8003.658	8242.808	15633.69	NA	16907.93	9837.458	25067.46	6569.589	27593.38	16316.33	9120.119
Q14061	45427.61	NA	52572.61	22562.35	66822.64	22778.52	1804.537	60140.21	52110.31	58862.08	63302.14	22055.13	53114.32	24705.79	66240.02	23741.29	47477.48	46689.51	49228.15	NA	57348.28	27753.78	74156.41	25539.53	2064.747	52110.31	43279.69	57850.99	64790.49	23060.3	43945.29	28070.84	52110.31	23560.07	46154.89	43497.89
P23284	149632.6	273261.7	183893	643593	163965.8	352898.9	164811.4	192312.2	219709.9	203666.2	179981.9	274264.6	181573.2	243050.1	201171.9	322906.2	264324.1	312295.6	130216	260389.5	176759.1	651711.1	155885.6	354757.7	212997.3	208139.1	220764.4	213886.3	181573.2	271920.4	185160	257434.6	205865.1	308775.7	271920.4	292456.1
Q9Y2R5	NA	NA	NA	16953.34	NA	NA	1804.537	41493.97	20736.88	37872.6	36339.93	NA	22861.64	NA	NA	18677.58	19764.2	38212.23	NA	NA	NA	21261.03	NA	NA	2064.747	37326.2	22251.11	37687.1	44306.32	NA	26314.17	NA	NA	22562.35	21883.76	40521.26
Q14258	5678.075	22619.79	3628.564	27066.26	6919.769	20961.99	1804.537	9293.767	2170.697	3082.436	2235.375	16768.37	2064.747	19314.17	2423.442	14857.12	22321.01	15116.91	6047.897	25017.81	8132.7	28517.17	9347.894	20961.99	2064.747	NA	7331.05	6723.506	9791.453	NA	7267.361	NA	7002.047	18200.78	25444.86	12744.35
P00846	77225.75	NA	106954.4	NA	69039.96	NA	76685.11	192915.6	110112	199390.7	113916.8	60527.23	87502.26	NA	133565.1	35969.44	104286.9	NA	82107.82	NA	106954.4	NA	98642.34	NA	84437	174111.8	100833	195146	90534.5	61068.98	87688.4	NA	99627.9	NA	105177.9	82242.07
Q9H4B4	12983.19	NA	15313	22861.64	12874.95	21468.52	1804.537	5836.422	10482.32	79161.4	11115.66	17258.52	15313	25844.29	11589.47	19912.98	22251.11	21381.11	14224.85	26490.26	16316.33	23560.07	15116.91	23741.29	2064.747	13166.66	17778.32	72396.48	16768.37	22730.31	15740.35	29430.84	15313	22321.01	24907.94	22619.79
Q15031	NA	NA	NA	NA	NA	NA	1804.537	71375.87	NA	51386.23	NA	NA	NA	NA	NA	NA	NA	40858.49	NA	NA	NA	NA	25255.74	NA	2064.747	75160.02	NA	51547.19	NA	NA	NA	NA	NA	NA	NA	44397.45
Q15631	32882.37	36623.49	33573.36	39140.5	27005.53	55162.83	1804.537	28846.59	27857.94	32198.97	29005.53	76685.11	36493.12	39433.16	31989.24	69842.1	61346.33	36339.93	36493.12	62742.03	38720.09	61068.98	31034.26	57850.99	2064.747	30621.55	30434.37	38266.54	28364.9	56433.61	30891.04	45654.7	31521.7	41077.87	65391.51	35479.7
P07357	24858.79	NA	NA	NA	NA	NA	59540.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19019.68	34267.11	NA	NA	NA	NA	60013.66	NA	10785.32	NA	NA	23432.31	NA	NA	NA	NA	NA	NA
P02766	304443.9	393512.7	135337.9	20517.91	457756.2	414661.1	544909.7	187002.3	134561.7	56917.54	329906.4	229655.9	133014	290924.4	243050.1	226425.2	154345.9	166291	390317.5	400332.5	122599.5	32403	438752.3	411215.5	396912	167482.1	112182.3	65130.74	283710.6	213886.3	130216	269679.7	211073.8	188132.1	130216	153041.2
P29034	NA	NA	NA	NA	NA	NA	1804.537	NA	72977.35	NA	NA	NA	244865.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2064.747	NA	NA	NA	NA	NA	265761.1	NA	NA	NA	NA	NA
O95793	NA	NA	NA	26314.17	7203.25	NA	1804.537	NA	NA	NA	NA	NA	NA	NA	NA	14957.51	13283.71	9945.717	NA	25844.29	NA	30209.1	NA	NA	2064.747	NA	NA	6142.9	NA	NA	NA	NA	NA	20057.06	19764.2	13873.04
P20645	NA	NA	121324.4	559863.8	88118.88	NA	1804.537	58862.08	98250.03	180535.1	NA	NA	109006.7	NA	NA	NA	135337.9	163494.7	NA	NA	140860.9	582535.7	87836.96	NA	2064.747	56609.46	95661.27	185750.3	NA	142679.6	NA	127429.7	95493.71	NA	120491.1	152627.3
P62854	NA	NA	NA	41190.07	NA	NA	1804.537	5874.544	NA	28027.68	NA	NA	NA	NA	NA	37572.64	NA	NA	NA	NA	NA	NA	NA	NA	2064.747	NA	NA	25539.53	NA	NA	NA	NA	NA	40359.89	NA	NA
Q969G5	NA	73975.35	NA	41004.78	NA	89662.87	136629.6	NA	NA	NA	NA	35246.61	NA	76429.38	NA	25669.13	NA	NA	43737.82	77594.36	NA	46495.02	16830.28	89662.87	117389.5	NA	NA	NA	NA	28588.87	68419.37	68303.94	NA	NA	NA	NA
Q01740	39140.5	NA	91995.3	111001.3	48438.29	131767.9	106131.2	60888.92	223143.9	NA	72977.35	35479.7	46957.7	NA	36493.12	61155.07	2049549	1219164	41294.54	NA	112680.1	126409.1	43889.18	112182.3	103960.2	62603.47	206752.5	NA	70389.42	58063.49	51547.19	NA	24858.79	66822.64	1798994	529672.9
Q00796	208762.6	76929.26	134561.7	13793.52	176213.9	NA	1804.537	69986.84	200030.8	57737.64	193664.8	19983.67	138230.1	18760.08	171594.5	71906.43	81635.42	92823.65	212997.3	NA	131429.8	17715.21	188132.1	25737.06	2064.747	44797.69	210269.6	44905.74	196996.8	25017.81	141296.3	26736.89	166703.5	20517.91	34042.57	68419.37
Q93050	16653.18	NA	37872.6	NA	35176.2	NA	1804.537	23370.88	41004.78	25795.89	13101.96	NA	32403	NA	32143.86	NA	28951.34	25844.29	25957.41	NA	36144.33	NA	36018.36	NA	2064.747	44228.64	16953.34	NA	NA	NA	11832.57	NA	36558.49	NA	NA	37735.48
Q14764	81957.89	236030.4	133313.1	206752.5	44536.32	260389.5	52878.95	229655.9	109273.7	50008.51	74915.41	335047.9	125612.2	255122.1	94182.11	204722.1	212997.3	196208.5	79458.77	261842.8	132107.8	191537	57432.65	263299.1	258247.1	248839.1	106620.3	47954.48	79971.33	325019.6	130842.1	233372.9	74780.31	208762.6	131767.9	183399.7
P05141	275420.7	202618.2	431283.1	158583.5	384629	95057.05	219709.9	566103.9	414661.1	885197.1	338839.7	158583.5	396912	92823.65	438752.3	143381	351190.2	438752.3	277824.3	144761.6	421056.2	157629.9	370040.5	92656.4	206752.5	613850.5	423963.5	885197.1	354757.7	155550.8	427428	110367.2	421056.2	137175.1	363784.6	462133.9
Q9NUB1	16600.61	NA	10833.63	NA	41233.21	NA	1804.537	9708.25	2471.814	80741.56	29242.13	22664.19	24655.11	NA	58862.08	NA	NA	10785.32	17524.55	NA	33573.36	NA	40738.93	NA	2064.747	NA	13480.96	86395.18	19108.58	NA	32596.28	NA	60013.66	NA	NA	NA
P40121	63732.6	227161.7	68503.39	185160	57348.28	117967.3	63816.85	219709.9	84185.7	150009.2	62940.28	174540.8	46763.48	127141.2	67663.89	178745.3	103736.5	101915.9	61068.98	219709.9	69039.96	184650.5	58530.55	115306.4	61777.63	231528.4	84689.84	161420	65477.99	163095.2	69296.97	122047.2	82372.63	163494.7	97335.62	95057.05
O14791	NA	27367.98	NA	22055.13	NA	NA	1804.537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29369.22	NA	22619.79	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q969H0	73411.06	33680.65	99238.84	34116.76	103960.2	34436.2	174984.5	179981.9	87502.26	129657.7	99433.59	32882.37	86569.11	33837.11	133921.9	32940.66	95207.85	115757.1	75282.1	39986.9	99238.84	28782.87	98824.4	35565.03	156696.6	180535.1	82528.65	133565.1	99433.59	31797.32	82644.38	37258.59	133921.9	37526.54	99968.93	111549.7
Q53H82	44228.64	NA	43023.31	NA	45654.7	NA	1804.537	62503.04	43889.18	47697.29	45871.05	NA	29987.47	NA	23432.31	31521.7	46219.52	57265.41	48512.74	NA	31920.16	NA	52110.31	NA	2064.747	53332.27	43653.47	48208.46	44605.86	NA	23318.47	NA	25935.12	NA	35302.49	48017.64
O43681	61068.98	49103.56	62845.97	61249.4	55509.41	48208.46	70389.42	66927.36	56337.18	30488.41	63415	62246.1	67454.84	65948.94	68503.39	52786.49	74915.41	89057.4	54478.54	48818.65	57080.76	63816.85	58172.71	68707.95	2064.747	86748.58	69379.76	50560.56	70596.1	74915.41	68927.99	67126.98	65391.51	63816.85	91466.47	80465.48
P32455	NA	NA	NA	99028.47	NA	65262.99	1804.537	NA	NA	NA	NA	NA	NA	NA	NA	44468.07	NA	NA	NA	NA	NA	102533.7	NA	62380.69	2064.747	NA	NA	NA	NA	NA	NA	35969.44	NA	45654.7	NA	NA
P61353	93424.59	60888.92	NA	159013.3	NA	68790.77	87958.78	65130.74	NA	66822.64	NA	61777.63	94484.9	NA	98824.4	37185.8	71658.52	68064.1	97572.19	63548.54	NA	162665.9	114480.8	67749.81	90139	68303.94	NA	81510.46	NA	61553.77	NA	NA	NA	NA	75049.44	81957.89
O75191	13990.29	NA	NA	NA	NA	NA	1804.537	NA	NA	NA	6615.542	NA	NA	NA	NA	NA	NA	NA	11167.62	NA	NA	NA	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q32P28	NA	NA	NA	52272.02	NA	NA	1804.537	NA	NA	NA	NA	NA	NA	NA	NA	17916.59	NA	NA	NA	NA	NA	51910.27	NA	NA	2064.747	NA	NA	NA	NA	NA	NA	25669.13	NA	21706.65	NA	NA
O14949	64108.37	NA	85740.42	NA	NA	NA	1804.537	121324.4	NA	106131.2	NA	NA	NA	NA	84820.41	NA	NA	118793.4	57005.18	NA	60416.61	NA	21593.88	NA	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32929	37572.64	NA	NA	NA	NA	NA	1804.537	NA	NA	NA	26563.48	NA	32940.66	NA	33325.86	NA	NA	NA	42825.82	NA	29862.3	NA	27191.27	NA	2064.747	NA	NA	NA	NA	NA	24264.99	NA	NA	NA	NA	13744.35
P05362	NA	25067.46	27367.98	31034.26	NA	31231.34	1804.537	3405.972	14502.55	NA	NA	25957.41	13208.61	27005.53	13873.04	73098.98	NA	6414.703	NA	29597.68	26947.6	49103.56	NA	NA	2064.747	19577.77	NA	99968.93	NA	NA	NA	50443.03	NA	72135.45	NA	NA
Q6JQN1	NA	NA	NA	NA	31454.9	NA	1804.537	13480.96	1065.997	NA	9155.547	NA	18280.42	NA	14411.26	NA	15633.69	22778.52	NA	NA	NA	NA	32336.43	NA	2064.747	17309.98	6615.542	NA	10701.54	NA	22730.31	NA	22122.36	NA	23560.07	22562.35
P19623	NA	87836.96	NA	79299.88	NA	60013.66	1804.537	NA	28846.59	NA	NA	NA	NA	NA	NA	126743.6	NA	NA	NA	60888.92	NA	74406	NA	41645.52	2064.747	26628.24	NA	NA	NA	46303.49	42876.78	NA	NA	121781.8	NA	29597.68
P00403	224020.3	NA	513437.9	134155.2	559863.8	99627.9	245595.9	606496.8	509155.2	370040.5	544909.7	171211.4	363784.6	127797.3	260389.5	120491.1	338839.7	524995.4	214743.1	93587.75	336790.8	130842.1	372485.6	103960.2	186398.9	606496.8	499422.8	390317.5	591008.8	169404.2	247871.5	133313.1	259314.6	121324.4	314250.1	478947.4
Q9Y2Q3	96590.73	57005.18	112417.9	76685.11	92973.8	64108.37	79024.33	282315.9	93224.91	164811.4	121781.8	40521.26	100616.3	38012.43	94309.39	42678.39	95661.27	155550.8	118269	109006.7	101544.8	77348.17	104286.9	57080.76	77962.17	274264.6	106131.2	163095.2	121022.2	44228.64	88904.66	39785.63	104101.6	48314.38	92823.65	118793.4
Q13185	35969.44	58798.94	29655.42	82242.07	33069.91	63905.9	1804.537	35637.82	31989.24	46418.59	30407.89	70903.29	36073.5	57005.18	34267.11	73747.38	40479.86	48748.28	36956.08	69590.71	36339.93	90661.31	29538.92	75858.83	2064.747	46957.7	40663.75	52272.02	NA	87184.24	17258.52	35772.38	NA	40286.82	45654.7	56917.54
Q12765	10170.49	39140.5	NA	26686.24	11359.64	35176.2	1804.537	41190.07	2671.456	89204.91	9791.453	20346.64	3440.078	42741.92	14857.12	NA	42876.78	10943.8	12154.01	38720.09	8469.239	33491.8	12444.31	32143.86	2064.747	46495.02	NA	94932.09	14566.58	20215.77	14171.12	44088.33	17258.52	NA	NA	18518.54
P11217	NA	NA	NA	NA	NA	32270.84	1804.537	30039.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32882.37	2064.747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H2U2	121324.4	140112.6	129074.8	94182.11	146872.8	42192.1	82107.82	239229.2	121781.8	260389.5	144444.7	57959.53	119902.1	46154.89	114480.8	7203.25	172028.6	150009.2	134798	109838.9	128225.5	87836.96	143381	57432.65	74915.41	236030.4	99238.84	268122.8	125612.2	59735.85	100616.3	57623.34	96407.84	34436.2	121324.4	150009.2
P23588	12617.18	24335.52	14049.16	55162.83	14448.97	34325.01	1804.537	4285.253	6919.769	63060.78	28140.73	26881.08	15184.38	29430.84	28049.26	32750.56	42404.53	29487.39	19314.17	22426.11	25912.83	64229.41	11974.4	44088.33	2064.747	10577.49	11795.76	70812.29	46957.7	35681.91	24565.31	26157.97	39084.55	45174.88	39986.9	34436.2
