Protein	P1Na	P2Na	P3Na	P4Na	P5Na	P6Na	P7Na	P8Na	P9Na	P10Na	P11Na	P1Ta	P2Ta	P3Ta	P4Ta	P5Ta	P6Ta	P7Ta	P8Ta	P9Ta	P10Ta	P11Ta	P12Na	P13Na	P14Na	P15Na	P16Na	P17Na	P18Na	P19Na	P12Ta	P13Ta	P14Ta	P15Ta	P16Ta	P17Ta	P18Ta	P19Ta	P1Nb	P2Nb	P3Nb	P4Nb	P5Nb	P6Nb	P7Nb	P8Nb	P9Nb	P10Nb	P11Nb	P1Tb	P2Tb	P3Tb	P4Tb	P5Tb	P6Tb	P7Tb	P8Tb	P9Tb	P10Tb	P11Tb	P12Nb	P13Nb	P14Nb	P15Nb	P16Nb	P17Nb	P18Nb	P19Nb	P12Tb	P13Tb	P14Tb	P15Tb	P16Tb	P17Tb	P18Tb	P19Tb
O14818	13289	2635	18333	14135	18318	9418	18761	18669	17886	1	20403	7798	1	4283	12649	3866	1	18158	17284	15569	1	12806	1	1	16992	12784	4103	17136	13588	16330	20377	21690	26400	16207	21999	18855	22134	11180	12128	12271	16055	11365	13720	10637	17377	19313	16291	1	20118	6823	3889	12666	14484	4028	4311	17455	16077	15394	1	18354	15249	5800	16243	9332	15017	14754	15566	14985	18062	20637	22856	15147	21484	14255	18967	10810
O14828	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6317	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5241	1	1	1	1	1	1
O14841	12719	1	13158	17074	4560	4074	5799	12661	16703	1	14918	1	1	1	1	1	1	18185	4531	1	1	2918	4611	1	16308	3970	2862	4050	3687	3613	26732	37248	1	2785	20308	14188	1687	13211	3946	1	14019	17512	3478	3606	16279	13168	15422	1	4785	1	1	1	6088	1	1	16757	4795	3615	1	2989	3428	1	3737	1	3045	3715	4050	3171	28118	32201	1	3125	19629	14662	1	11077
O14874	6718	1	4385	6902	6738	1	8207	6902	5892	1	7020	1	1	1	1	1	1	5305	1	6022	1	4666	7669	1	5742	1	5567	5572	5567	6951	6644	1	1	1	1	1	3563	1990	5797	1	4073	6536	5636	2583	8867	6507	5504	1	6019	1	1	1	1	1	1	5562	4044	6460	1	4444	6692	1	5545	1	4387	5489	4965	7058	6077	3412	1	1	1	1	3489	1
O14957	1	1	10156	7242	9098	6959	1	1	9868	3486	7707	1	1	1	5557	1	1	7445	7188	9041	1	6495	8295	1	1	9939	1	1	2967	1	7531	6323	11524	8559	9625	4934	11629	2637	1	1	7243	8811	8929	4824	1	1	9503	2844	10066	1	1	1	5526	1	1	7183	5235	6961	1	6448	1	5209	1	8191	1	1	1	1	8230	5574	10860	7877	8708	1	9984	3277
O14964	5209	7029	6725	1	5725	4344	5136	6426	1	1	1	8037	1	5217	7129	4086	1	9125	6542	5266	1	9083	1	1	1	1	3516	1	1	1	8499	10889	15050	6876	7145	1	7520	1	1	5745	6215	1	1	1	6348	1	1	1	1	9070	1	1	7465	3924	3076	1	7140	1	1	8343	1	1	1	1	3466	1	1	1	9588	9954	12113	7246	6807	7749	8603	1
O14975	29189	1	22585	23718	33009	7729	28150	21296	9093	1	8908	1	1	5768	1	1	1	23100	1	1	1	1	1	1	8834	7134	6569	24531	9162	8445	1	13548	1	1	1	1	1	17306	23904	1	22819	21647	26688	16878	26884	22859	24245	1	21191	1	1	5515	1	1	1	20320	1	1	1	1	1	1	7217	1	18450	23241	19835	8738	1	8693	1	4617	1	1	1	15587
O14979	6222	12598	8399	8669	9918	7349	8662	6819	6482	1	7096	66062	13966	12173	32615	20576	17402	20580	31068	11623	9313	19666	1	9313	5094	6869	4479	4887	5386	5378	22037	19846	31309	24126	25156	8348	41212	4640	5311	11282	8695	7022	9344	7204	7021	6516	6711	5100	8159	62229	5023	4866	29906	17790	15545	19107	27753	6505	9126	19444	1	8456	4174	5450	1	3871	3937	4787	11531	17572	27509	19614	22762	9139	39404	4043
O14980	1	7317	89167	1	40586	57646	1	14587	53831	1	47295	41962	83486	1	11656	20328	96088	8658	8745	63732	1	1	14202	1	26977	24536	19768	39055	38483	22031	7650	12237	10118	29464	8413	7778	15361	4168	1	57532	40940	12085	41264	44630	1	1	47242	1	44890	8995	75962	10904	6240	22041	83844	9283	33092	51272	1	11417	6390	1	1	26877	23064	39214	1	1	1	13340	11620	29801	7779	6751	11639	14859
O15020	1	1	1	1	1	1	1	1	1	122791	1	1	1	1	1	60259	1	1	1	1	67753	1	93626	87597	1	186824	189040	1	1	134894	1	1	1	1	1	1	1	1	1	1	1	1	348321	1	1	1	1	117843	1	1	1	1	1	1	367192	1	1	1	61840	1	1	1	204563	1	1	1	1	1	1	1	1	1	1	1	1	100362
O15027	1	1	1	1	1	1	1	1	4762	93458	1	1	1	1	1	1	1	1	1	5078	32944	1	1	96789	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32290	1	1	93723	1	1	1	1	1	1	1	1	1	1	1	1	1	1
O15061	1	1	1	1	1	1	1	10896	28105	15178	1	1	1	1	1	1	1	1	1	1	36735	1	1	17895	1	14899	1	16022	1	1	1	6242	1	1	1	1	1	12661	11213	1	42204	1	1	23735	1	1	1	15565	24775	1	1	1	1	1	23965	1	1	1	34014	1	1	1	14604	1	7808	1	1	1	1	8776	1	17352	1	1	10783	4343
O15063	1	4400	7722	1	6017	21535	2552	1	5938	1	3375	1	1	1	1	1	9758	1	1	2423	11403	1	1	1	1	1	1	1524	2239	1	5068	2221	1	3810	5761	4428	4804	1	1	4249	7082	1	4962	21737	2604	1725	4936	1961	1	1	1	1	1	1	8964	1	1	1	9898	1	1	1	1	1	1	1315	1	1	5532	2245	1598	3655	5599	1	4806	1
O15143	9968	26948	21693	12304	21159	13823	13294	10500	14033	5743	10035	31543	7207	16888	18258	29916	12124	15254	19520	6987	21401	9688	3691	7540	7581	9966	8683	5304	7253	5566	25699	14933	23296	24373	13921	35995	15342	10755	8677	23098	20010	11097	18379	12993	11446	11208	12322	5280	10753	28176	7589	16279	20855	28930	10569	14100	16598	4281	14542	9701	5429	7097	6737	9545	7409	7862	6990	7528	23478	14669	23987	22851	12547	36085	15448	8429
O15144	8143	15786	12305	8270	12839	8068	9967	7949	10130	1	7382	9706	4586	5046	26884	7894	9189	8279	9793	7511	9078	6187	14353	8178	7279	9407	6232	5351	5520	5278	10735	9963	14905	23387	10338	18537	19506	14391	7529	14992	10245	7251	12545	12710	7438	7927	8844	1	9017	9512	4711	5919	23488	8744	5507	7557	8456	5834	14208	5893	5662	7105	5823	14628	6125	4610	4713	5276	11467	8666	13808	21824	6769	17968	11094	12031
O15145	20973	39012	36307	22233	37566	24426	29554	21882	27486	1	21862	7286	4975	4823	34313	19206	15212	25431	30266	17812	8822	19417	13949	8026	14440	16624	14686	15692	14460	14356	38531	30440	51679	42207	18546	47057	43068	22175	20758	35703	33736	21012	30655	22292	27662	21529	24377	1	22968	6818	4797	5567	36529	19029	5003	24135	26603	15512	1	17858	12583	7209	14268	16704	13732	15049	13026	13618	37092	26060	43494	39614	17306	46259	41005	21339
O15160	8235	14268	15285	7906	1	10972	9368	7608	11011	7867	1	6652	1	1	8093	13264	14493	25943	27352	17030	16198	47655	1	1	1	6984	1	1	1	1	27839	62216	16470	22015	14022	19914	27146	11872	8203	13459	13825	1	10105	9386	9408	8970	10416	8568	15305	1	6796	11687	8311	12647	12409	23780	25683	1	14024	46994	1	1	1	1	5077	4270	1	6215	25580	55275	16987	21442	14291	18470	28278	11061
O15173	22846	12077	19109	24830	25358	14982	23589	21252	26377	10378	20670	11412	1	1	11359	1	1	18153	14284	13840	9093	21396	10969	12997	14117	12139	14339	10696	15555	13207	24023	24597	18949	14481	27684	16228	16556	13209	18471	12942	18402	23124	22452	13028	23303	21703	23339	8938	21569	10380	1	1	10987	1	1	17467	12630	12551	1	20041	11742	10504	12974	10428	12892	10727	1	12941	20695	22875	15688	13644	26452	14992	16546	13442
O15195	114841	1	1	136668	1	1	1	1	1	78016	430333	320530	646472	85182	149379	162323	685097	1	1	1	1	1	99583	95902	1	257042	200615	332562	381331	186958	142360	1	1	1	1	1	1	107530	103669	1	1	131398	370227	387594	126179	1	1	69347	1	309451	574867	74278	1	151154	655371	1	1	1	41264	1	93417	79393	209893	239884	1	310723	331817	161403	141783	1	220940	1	1	161510	1	109377
O15212	86198	3856	3529	90263	86667	73804	81369	1	1	74597	1	71519	70643	76568	66134	77495	74230	72334	66212	74546	67410	70032	63310	58652	67409	67303	66565	1776	67188	70281	1	58150	53804	5298	6798	1	64967	55548	75205	70186	1	79971	73337	72528	74697	70390	1	64989	2833	65294	45404	64475	69821	1	62102	68063	1	65981	57730	62931	59461	53359	53315	62440	59550	65789	52191	67676	57914	58963	1	66769	56152	3244	12364	50886
O15230	1	35547	21178	6354	20830	6644	7290	1	5461	26234	16256	56530	21048	7168	28755	1	1	28226	16170	1	17149	17430	26819	28503	25192	7185	22879	20559	1	27659	11938	40931	13650	14980	34802	22689	33989	14538	1	33147	18383	26467	17378	8779	6308	20475	6255	14085	15632	58093	17890	6935	27390	15005	1	9417	15242	1	16376	15293	1	25579	24884	24040	21991	1	1	1	5006	39172	14647	14333	34065	20827	33285	6330
O15231	25207	29489	26213	26619	31480	30936	22403	25149	28842	29868	24709	23515	23284	24240	25837	25626	25064	24215	21010	25692	26275	22783	18651	23941	19906	23588	18371	19446	20077	19498	18437	19458	13108	17920	15765	14755	15039	16579	25418	30063	28525	25527	26324	26282	27832	26041	27293	29366	25204	22660	24339	23900	26475	22084	20658	20206	20149	24632	23212	23257	18791	21781	14852	22069	20524	19498	19241	17519	17535	17930	13411	18965	16307	12270	13297	16697
O15254	1	1	1	1	1	1	1	1	1	9835	1	1	1	1	1	1	1	1	1	1	8965	1	1	6437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6785	1	1	1	1	1	7722	1	1	1	1	7951	1	1	5606	1	1	1	1	1	1	1	1	1	1	1	1	1	1
O15305	2244	1	3276	2222	3425	3089	2861	3245	3042	1	2989	3352	1862	3121	2656	3606	3479	4145	3789	3246	1	4531	1	1	2732	2997	2116	2037	1575	2295	2578	5043	2323	3068	1	1575	2524	1	1987	1	3020	1	2574	2556	3044	3504	2686	1	2709	3659	2145	3295	2763	3096	3170	4329	3378	2939	1	4867	1	1	2658	2041	2166	2037	1	2864	2634	5761	2039	3246	1	1	2169	1498
O15347	1	1807	3670	2791	3923	3738	4950	1	593	1	3645	2580	698	8360	9325	7086	3794	12198	5439	13582	7351	2429	3771	2475	3844	5006	2765	3206	1	4151	14196	9701	11276	8367	12393	6470	12624	6108	1	1939	4801	2921	1346	3196	4818	3146	1	2249	3355	2758	701	7186	7697	7166	1086	9210	4425	11941	6319	2505	3277	2628	3331	4337	2556	1	1	3944	11418	9967	10118	8268	9857	5002	9340	4996
O15371	1	1	5254	1	5434	4353	5248	4198	10351	1	4871	1	1	1	5767	1	1	6100	5126	3768	1	4973	3794	1	1	8647	1	8428	3326	1	7940	17800	21923	15835	6454	5433	25339	4714	3302	1	4761	1	4274	3739	4635	3248	1	1	1	4074	1	1	6457	1	1	5486	5125	1	1	4843	1	1	1	4332	1	1	1	1	7639	17245	18643	7953	7172	1	24636	8404
O15372	1	1	1	2586	596	1	700	441	494	1	596	312	2810	2533	4742	4734	2577	3540	649	364	1	3355	312	1	1	3231	1	1	1	156	4800	5237	7237	826	5207	3509	9292	2066	311	467	1	285	467	492	466	1	416	1	646	5232	1	2245	5084	4895	1	415	4074	1	1	3506	1	1	1	1	260	208	2070	1	3198	4491	6363	698	3844	2476	7288	1732
O15394	43868	1	50573	56544	47647	45682	50387	49614	1	42497	1	46021	1	41163	38053	26443	35441	46305	39446	47626	42242	45006	42589	40593	35246	47423	43511	48085	41396	43699	41189	43423	35329	1	31389	28460	1	35580	46255	37473	47265	51604	1	1	43765	45175	45301	43846	1	41615	36214	1	1	1	34345	37362	34774	34059	37258	40453	36202	37078	36711	43887	38860	44066	41315	40341	1	35794	1	38229	1	27516	1	36554
O15446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	130	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	338	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
O15460	265778	1	206442	266083	207187	113789	330924	270836	357144	23995	306205	1	1	1	26284	1	1	81936	61224	149313	1	72383	256177	1	158336	71280	186346	126023	185232	201558	76006	89867	85618	6173	14978	92688	1	51217	234099	17194	198753	232358	192036	103059	329019	264045	342984	24568	289705	1	1	1	27815	1	1	88010	1	130512	30738	73642	157484	1	157953	81578	177200	121057	183649	183106	72022	85682	86321	56159	15664	82205	27526	46035
O15498	11937	60779	26740	13925	20618	11884	16941	8684	18142	1	18758	8634	28492	27417	27536	48865	20381	5907	16106	6292	1	3823	7226	1	1	8615	7995	6763	12201	9268	30762	9155	11880	19494	5076	122756	4685	16738	9261	59725	28024	13207	21271	12193	15933	7209	16877	1	18084	8223	28924	26795	29271	45463	17178	5258	14099	1	1	3424	6919	1	7012	8680	9323	7190	9976	7006	32947	8326	9023	19609	4895	123737	4531	13927
O15511	46634	69981	44207	59616	51912	57939	38142	54568	60233	19984	87544	129050	106616	111553	143945	214453	83434	45538	91686	48756	56468	30603	30741	47999	57077	66948	57391	71823	49307	53754	73045	68341	96056	129873	53594	188738	34207	22186	41742	120313	38495	54265	81156	53547	71773	52737	31350	19095	33937	121593	104502	108136	146075	193476	76741	58940	82008	46875	54807	28929	28668	46476	62370	67160	57382	69248	34658	50609	119176	43195	91386	59349	50764	89380	31891	43785
O15523	1	1	1	1	884	1	1	1	1	1	1	8564	1	1	1	1	1	1	1	1	1	1013	1	933	1	1	2412	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1887	1	1167	1	1	1	1	1	1	1	1	1	1	1	1	1	2256	1	1	1	1	1	1	1	390
O43143	2942	3661	3641	3481	3634	2326	3220	1	3305	1	3609	5025	1	1	14796	2634	4537	11188	12494	3122	1	4769	2532	1	2710	2583	2482	2326	2636	2968	12230	13513	28589	4976	15403	8306	22277	3375	2479	2941	3274	3074	4096	2375	3226	2734	2764	1	2840	4591	1	1	13715	2551	4121	10838	5170	3300	1	4428	1	1	2483	2867	2347	1	2223	2271	12199	12304	27394	10308	14851	5104	18872	3095
O43148	1	1	1	1	1	1	1	1	1	1	1	7480	1	1	3250	4694	2324	4511	3303	2197	1	1	1	1	1	1	1	1	1	1	4046	5101	5861	2893	4513	1	7330	2195	1	1342	1574	1	1	1	1	1	1	1	1	7460	1	1	3630	5128	1	4406	4980	1	1	1	1	1	1	1	1	1	1	1	3175	4324	4886	1887	4227	2503	6558	1934
O43175	119526	9654	78061	133714	94298	44445	126772	135946	181939	14981	170478	38962	1	10057	23531	1	1	38101	56444	40272	1	1	95207	11038	119274	17280	71488	74650	89526	105219	73777	1	103989	24697	119974	6563	53381	37835	106214	15620	71401	116993	82531	42772	118573	134604	174896	14033	159169	37899	1	9971	24153	6418	1	36519	51466	36940	1	1	87762	10465	114074	18013	66998	74002	82738	101045	75275	3356	101137	23192	115851	6766	49700	34777
O43242	104771	20625	67550	62169	84617	56340	105331	62837	94977	9807	59371	11479	1	15869	4228	12922	1	47750	22295	65342	1	71933	67981	13141	63202	36597	67545	71871	41254	78313	49201	47625	27648	26533	23807	24445	40909	43765	96932	17852	58482	53317	75573	54170	96337	59992	87244	1	60721	9877	8296	4724	14627	11919	3214	44822	19574	55088	1	65338	59849	12222	58934	34383	61494	64473	40086	73517	43634	33822	28057	18955	25977	22758	38977	41378
O43264	1	1	1	1	1	1	1	1	1	129258	1	1	1	1	1	1	1	1	1	1	278258	1	1	154087	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	128387	1	1	1	1	1	1	1	1	1	1	230057	1	1	148115	1	1	1	1	1	1	1	1	1	1	1	1	1	1
O43294	1	13625	5186	1	1	3074	1	1	1	1	2458	1	1	1	1	1	1	1	1	1	1580	1	1	3279	1	1	1	1	1	1	1	1	1	1	1	6102	1	1	1	8870	4025	1	1	2510	2714	1	1061	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2328	1	1	1	1	1	1	1	1	1	1	1	4954	1	1658
O43324	76864	1	1	100803	1	1	1	1	1	68756	1	60011	1	50316	1	96860	1	1	1	1	169231	1	61463	246554	72563	1	1	1	1	84917	1	1	1	1	119514	335768	1	1	1	1	1	1	1	1	1	1	1	65881	1	1	1	1	1	1	1	1	1	1	118655	1	1	1	1	1	78537	1	1	1	1	1	1	1	1	1	1	1
O43390	9361	28674	21748	10196	30294	13743	11616	9062	11678	1	13422	60485	11087	11081	33328	19528	22632	36264	28499	12697	5298	10789	1	7166	10668	10812	8178	8312	11981	1	30006	39868	46897	20839	46662	25499	51871	18869	8271	14432	12327	9608	23701	6170	12180	10390	10779	1	11738	53876	11901	10969	33104	15631	20507	35850	29075	10001	1	11149	1	7513	18154	8929	8974	7639	1	10831	31333	35562	40691	20158	38615	15036	48443	5359
O43396	14232	19569	11130	11873	21427	13819	13878	20830	13658	1	23147	63723	20224	27778	20469	31548	24164	54517	15609	7414	1	32469	10322	1	13710	7305	11485	14125	16502	16875	41785	64264	68546	27025	10246	22282	21675	18253	11587	12621	11254	10177	18762	13612	14862	13740	17353	1	21320	62925	19368	25031	20687	28465	20901	56654	13076	7519	1	30825	10778	1	15228	13303	14807	13748	11669	16666	39847	59599	61943	25259	8301	20643	20213	17212
O43399	1	1	1	1	1	1	2709	1	1	33886	1	9649	1	4486	3555	9485	4976	3381	6049	1	70591	1	1	49741	1	1	1	1	1	3360	5050	5381	8395	6388	7926	5251	8004	2399	1	4616	1	1	1	1	1	1	1	1	1	8103	1	3601	3631	9461	3737	1	4668	1	72096	2808	1	42175	1	1	1	1	1	1	5046	4736	7927	5357	6486	5438	6715	1
O43402	1	1	1	1	1	1	1	1	1	9027	1	1	1	1	1	1	1	1	1	1	1	1	1	8372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14221	1	1	5551	1	1	1	1	1	1	1	1	1	1	1	1	1	1
O43464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10766	5600	1	1	11416	1	1	1	1	1	1	1	1	1	1	1	6881	1	1	1	4887	1	1	7614	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9554	1	5544	1	11025	1
O43488	21188	7579	19547	22547	27920	19941	23470	25135	31955	1	26260	1	1	8582	1	1	1	30373	18447	26608	1	23797	7266	1	19128	17257	21435	16220	16870	21896	20969	22627	20088	15081	24380	17521	13252	13357	20639	1	21448	22587	24432	18148	25225	23532	28854	1	25953	1	1	6910	8331	1	1	29921	15667	23506	1	26495	16028	1	18763	16082	19181	14905	8014	20757	21284	20730	20740	7289	24171	16163	11944	11441
O43491	2529	14998	7201	3687	9264	5103	5486	1	5136	1	4975	13350	7341	1	7311	5850	1	4121	8507	1	1	1	1	1	1	4519	3864	1	3379	1	7036	1	8750	7315	13864	9313	2560	1	1	18713	6005	3691	6724	4588	5157	3043	5197	1	4025	19103	9373	1	7036	5236	1	1	6976	2271	1	1	1	7086	1	4024	2714	1	2458	1	6974	2353	8439	10588	16204	9515	1	1
O43504	1	1	12524	1	15876	1	1	6187	1	1	1	1	1	4111	1	1	1	1	1	1	1	7464	1	1	1	1	1	1	1	1	1	18995	13697	1	1	1	9165	1	1	1	1	1	1	1	1	5617	1	1	1	1	1	1	1	1	1	1	1	1	1	7442	1	1	1	1	1	1	1	1	14091	20194	14009	12211	1	1	7851	1
O43592	32491	97320	51512	43238	48543	28973	38629	29615	44232	9467	39089	40916	1	14580	28786	19957	22741	28777	28141	28480	20203	22447	17742	21239	22362	22312	19535	21474	21011	21448	40405	48752	42591	39567	62587	78258	30137	25858	29512	78045	49959	33613	45547	31591	36984	26297	31491	1	35007	34796	1	8362	27155	17913	19738	26220	32239	27907	18806	21691	1	21334	20946	22439	18779	21348	19090	18596	43095	47088	33898	36446	54606	76354	31809	27134
O43598	21797	10704	15394	20685	23754	15155	24656	22172	26574	1	21444	1	1	7845	17815	1	5703	48036	26095	15347	1	58303	11814	1	12880	7966	10608	9213	14194	10651	23214	120782	50134	12073	26701	15989	39158	15767	19224	7593	19485	15082	20397	11184	25364	23193	25435	1	21470	1	1	7886	18322	1	5036	46780	23721	10159	1	54522	13984	1	16447	7574	13458	8987	14305	13694	21721	115752	48283	10858	24436	14230	36411	12938
O43615	339424	1	1	196998	1	1	360647	317875	1	64294	1	1	1	394507	41141	1	1	152427	1	1	1	136612	248485	36448	236465	71749	217364	201393	208628	225927	179776	104799	1	1	1	1	1	154084	312641	1	1	170943	190915	129035	345510	314303	1	50891	1	1	67912	380242	1	1	1	149932	1	1	1	129881	239856	27547	229353	1	211619	196985	192293	210714	168755	95677	1	1	75747	54726	1	151764
O43633	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8179	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
O43657	1	1	1	1	1	1	1	1	1	37337	1	1	1	1	1	1	1	1	1	1	68375	1	1	31211	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37118	1	1	1	1	1	1	1	1	1	1	53979	1	1	37939	1	1	1	1	1	1	1	1	1	1	1	1	1	21614
O43660	89439	1	209810	104146	1	138790	1	102654	1	1	1	236885	1	171278	246145	392393	132408	112534	142318	1	1	1	53276	1	76913	130804	85073	86236	96253	80060	1	111663	1	271436	175600	478847	157941	110936	1	1	1	94568	1	1	121872	89181	1	1	1	239095	161614	166695	242887	391708	118369	96344	130597	1	1	1	52121	76551	80250	130510	81217	79394	90289	82501	224209	1	211918	1	1	473992	151964	103999
O43670	5393	9133	7503	1	6901	1	1	5520	6575	1	6263	14831	1	4671	10646	1	6621	10462	10415	7959	1	8128	4354	1	1	1	3459	1	1	1	10926	14124	18215	11467	11075	8504	19081	6437	4282	6956	7054	6139	6329	1	6625	1	5879	1	6519	14413	1	4665	10167	4741	6361	9671	10369	6252	1	7359	1	1	1	1	1	1	1	1	10451	12869	16310	10218	13142	7027	17239	5951
O43678	11056	8512	12244	13295	15255	9135	21282	12575	12416	5740	18191	11078	9853	7285	9422	9747	6339	8388	10897	12521	1	19090	17706	6488	18781	11802	13685	10052	18259	16120	21261	11651	9578	11587	11716	8794	7892	4791	10359	8620	10029	13924	14789	7178	19240	12224	10587	4382	17116	9136	9543	7083	9497	7614	5592	7521	11254	9954	1	17690	14438	6558	16543	11411	15541	8922	16217	16269	19702	11901	7435	12033	12340	9243	8106	4253
O43681	8413	17045	12695	8236	12577	1	1	1	9909	1	10657	8906	6853	1	16388	9134	8846	14107	13159	10210	7279	21491	1	1	7973	11028	8955	8185	9054	1	14587	29964	24542	14839	17703	16200	9949	8129	1	15050	11587	8931	1	8718	1	1	8844	1	9822	8231	1	5153	16611	8623	7309	13819	12063	9394	1	20718	1	1	1	1	7028	6800	1	7647	13879	27098	23631	1	18545	14900	9806	7748
O43684	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3432	1	1	1	1	1885	1	1	1	1	1	1	1	1	1	1	1	5406	6319	1	1	1	8487	2914	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4359	1	1	1	3767	1	1	1	1	1	1	1	1	1	1	1	1	4745	6082	1	1	1	7326	1
O43704	1	1	1	1	1	1	1	1	1	1	2762	1	1	1	1	1	6753	1	1	2707	1	17931	1	71622	6620	1	5055	1	1	4693	1	7871	1	1	1	1	1	1	1	1	1	1	1	1	5794	5639	1	1	9021	1	3588	1	1	1	1	1	1	1	1	9743	1	1	4588	1	1	1	1	1	1	7139	1	1	1	1	1	1
O43707	44679	129189	59760	43115	68165	40762	58678	41406	56112	16807	57875	71885	59938	43989	47782	89577	22277	122591	51386	54927	27520	15004	67136	43997	66716	44597	52564	19173	62632	58787	46289	47432	62226	42045	51876	79750	80278	51418	55059	111033	56339	36829	65402	38158	53349	41507	55592	15674	57818	70913	59232	41776	48496	85351	8152	119327	47719	49246	25671	27712	25199	43039	68232	42539	50677	23008	34525	54618	49108	49936	58242	41570	48547	81212	76899	48167
O43708	53290	1	19167	15672	18391	6827	32669	29187	38792	1	39422	1	1	1	1	1	1	12976	1	20412	1	14772	28955	1	32639	8976	23780	30211	41501	39621	11577	1	1	1	1	1	1	1	47330	1	18446	13459	16362	5045	28763	29911	37443	1	38507	1	1	1	1	1	1	14033	1	18898	1	13567	27551	1	31201	8672	24931	32571	38243	34792	10133	1	1	1	1	1	1	1
O43765	1	42097	65992	1	52761	331242	1	1	65605	35439	1	44752	1	24417	26253	24962	549299	1	32107	1	134761	37558	1	1	1	29897	14083	1	1	1	1	13517	16989	41094	87735	47682	71741	1	1	1	1	1	51442	303219	1	1	1	31557	1	44813	44091	23584	25813	23002	489950	1	31334	29312	120976	1	1	1	1	29989	1	1	1	1	46501	1	16306	38605	80778	44436	66051	15259
O43776	1	5386	1	1	1	3974	5083	1	1	1	1	1	1	17262	4379	1	1	19209	5408	1	1	9758	1	1	1	3693	1	1	1	1	10362	25214	19151	8030	7417	8365	14749	9542	1	5589	1	1	1	4078	1	1	1	1	3300	1	1	1	4616	1	1	16857	1	1	1	10529	1	1	1	1	1	1	1	1	12918	22343	16851	12456	6846	5718	14663	8168
O43795	11080	1	17997	14169	13373	3020	16716	14755	14834	1	12983	1	1	1	2169	1	1	4228	1	15005	1	14758	1	1	3251	11114	8019	1	12368	2430	14473	16969	1	13968	7369	1	1707	8361	11661	1	15721	13549	15934	3173	12411	13007	14818	1	3864	8171	1	1	2043	1	1	3175	1	3607	1	13817	2429	1	10524	11332	1	2382	2273	1	3377	16728	1	10738	11462	1	1	2966
O43809	6139	11188	3410	6025	11779	1	7525	6185	5852	1	3157	29581	1	1	14806	15877	10307	16330	16504	11028	1	10700	1	1	1	4404	1	1	1	2323	20243	22082	26289	14267	28778	12127	29934	7708	1	11468	10074	1	12003	4490	9996	1	3408	1	9209	30501	1	10904	14079	15208	7940	15539	15751	1	1	10520	1	1	1	1	1	1	1	1	19397	18754	24373	13420	27676	9538	25158	7422
O43813	4350	9896	7147	4958	7992	6274	5914	6221	6585	5302	5809	1	1	3168	5200	1	1	13485	6763	4945	5355	9089	1	5921	1	1	2992	2793	2706	3397	8383	8579	12428	5788	4143	6428	12709	3403	3552	7576	7433	3830	7304	5275	5733	4860	7634	4709	5937	1	1753	2864	5122	1	1	12538	5916	4912	4401	8861	2910	4892	3527	3662	1	2605	3246	3059	7925	7966	12016	5886	5195	5014	11226	3629
O43818	1	1	1	26299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30206	1	1	22544	1	1	1	14256	1	22837	1	1	1	1	1	1	1	8320	1	1	1	1	34051	1	1	28410	1	1	1	1	1	1	1	1	1	1	1	1	34194	1	1	20566	1	23753	1	1	1	1	18421	1	1	1	1	1	1	7633	1
